,노래제목,가수,가사
911,Head In The Clouds,Hayd,"I miss the days when life was so simple
Felt like the glass was always half–full
Where did that go?
And every second with you was so special
Back when we didn't fear the unknowns
But that was long ago

Who can say where the path will go?
Philosophers guess but they just don't know
Maybe that's why

We had our heads in the clouds
Thought we had it all figured out
Planning to fly away
To escape everything on the ground
But like a plane up in space
We slowly drifted away
And every plan that we made
And dream that we chased
Are just memories now
They're just memories now

I'm not sure where everything went wrong
But I know that we landed where we both belong
I just wish we weren't scared to say
That there's expiration dates on the friends you make
As hard as that may sound

Who can say where the path will go?
Philosophers guess but they just don't know
Maybe that's why

We had our heads in the clouds
Thought we had it all figured out
Planning to fly away
To escape everything on the ground
But like a plane up in space
We slowly drifted away
And every plan that we made
And dream that we chased
Are just memories now
They're just memories now

Who can say where the path will go?
Philosophers guess but they just don't know"
912,brooklyn boy,Jeremy Zucker,"I'll save my breath
This is as simple as it gets
Not pressed for time
I'm sick of misery and wine


You'll be my savior, I'll be your Brooklyn boy
Keep me from danger, 'til I go overboard
I haven't left my house in months


I'll stay in bed
Mom said, ""Try therapy instead
Keep drinking water
These days that's all I have to offer""


You'll be my savior, I'll be your Brooklyn boy
Keep me from danger, 'til I go overboard
I haven't left my house in months
I'll be your angel, you'll be my flower girl
When it gets painful, I'll take all I can endure
Fuck arе we fighting for? The year's alrеady gone


No amount of time
Will change the way I feel inside
And no amount of tears
Will wash away all of my fears
No amount of time
Will change the way I feel inside"
915,Old Fashioned,Bruno Major(브루노 메이저)CONNECT 아티스트,"I know it's not very cool
Standing here, serenading like a fool
But I don't care
I'll gladly be a fool for you
I know the idea isn't new
To fall in love with someone on first view
But I don't care
I think I'll fall in love with you
I'll put on my Sunday best
You pick out your favorite dress
I'll take you somewhere new
I'll be old fashioned for you
It's a cliché, or so I'm told
To give your jacket up to 
someone when it's cold
But I don't care
I don't mind the midnight air
Oh, oh
I'll walk you home, to your front door
I'll say, ""Farewell"", until the morning calls
I'll be smiling a bigger smile than before
I'll put on my Sunday best
You pick out your favorite dress
And I'll take you somewhere new
I'll put on my Sunday best
You pick out your favorite dress
I'll take you somewhere new
I'll be old fashioned for you
Old fashioned for you"
916,Home (Acoustic),Peder Elias,"...*

A crowded street, 
somewhere away from home
People all around while but I'm alone
And I can't help myself 
watching my teardrops in the snow
And I should feel like Christmas,
 but I don't
It's the time of the year
To be joyful
Have fun and be hopeful
Magic appears
And the bad things go away
So I close my eyes
And see the fire light
Snow in the sky
The star is shining bright
I swear I can hear the angels sing
But can't seem to take it in
Until I go back
To what I've always known
Guess it's truly no place like home
Truly no place like home
Santa's giving hugs out in the cold
Children singing carols,
 to whom they love
I do what I can, I got my mama on the phone
But I can't feel Christmas 'til I'm coming home
It's the time of the year
To be joyful
Have fun and be hopeful
Magic appears
And the bad things go away
So I close my eyes
And see the fire light
Snow in the sky
The star is shining bright
I swear I can hear the angels sing
But can't seem to take it in
Until I go back
To what I've always known
Guess it's truly no place like home
Truly no place like home
Guess it's truly no place like home
Truly no place like home




...*"
918,Gravity,Anthony Lazaro,"Girl you look tired
Take off your shoes now
Come here to bed
We'll chase your blues out
Jump up on board
We're taking a ride to mars
Let's take our space ship
Out on the sky
Fly to the moon
And take out a slice
Space bonnie and Clyde
Riding into the night
Cause you've been working so hard
But this is your cue
Just for tonight
I'll take care of you
And we'll leave all this gravity
Behind
We'll chase after comets
And jump on their trails
We'll get a small of taste
From the milky way
And then we'll go back to the start
We're gonna head to planet earth
Landing from space
Right onto our bed
Cause you've been working so hard
But this is your cue
Just for tonight
I'll take care of you
And we'll leave all this gravity
Behind
Cause you've been working so hard
But this is your cue
Just for tonight
I'll take care of you
And we'll leave all this gravity
Behind"
919,lose,Kamal.,"How could I forget
The girl with the sunken eyes?
How could I regret
Layin' next to you?
Gettin’ high again
To mute my memories
You know I pretend
There's nothin' else to do


You really test my patience
You don’t lose hope for me to choose
I always get complacent
And either way I turn, I lose
I lose
I lose
I lose


Said I'm movin' on
But this don't feel like change
Wrote to you this song
But all the words sound strange
They can't prove me wrong
But I feel their energy
Wanted to belong
But I can't find a way


You really test my patience
You don't lose hope for me to choose
I always get complacent
And either way I turn, I lose
You really test my patience
You don't lose hope for me to choose
I always get complacent
And either way I turn, I lose
I lose
I lose
I lose



...*"
920,Cry with you,Jeremy Zucker,"I'll give you whatever I can
But honestly there's not a lot where I stand
Nobody knows where we'll go
But I've got a hunch
That it feels like home mm
And nobody knows you like
I do ooh ooh
So take me down to earth
I'll listen to everything you say
If nothing else gets you through
Gets you through
Then darling I'll cry with you cry with you
And even though you hurt
I'm always a phone call away
As long as I'm here with you here with you
Then darling I'll cry with you cry with you
(Cry with you)
It's been a while since you've said
If I don't get famous I'm better off dead
So please stick around for a while
'Cause there's a whole lot
That'll make you smile
And nobody knows you like I do
And nobody cares like we do
So take me down to earth
I'll listen to everything you say
If nothing else gets you through
Gets you through
Then darling I'll cry with you cry with you
And even though you hurt
I'm always a phone call away
As long as I'm here with you here with you
Then darling I'll cry with you cry with you
Cry with you
I can't get it out of my head
Life's a bitch pretty soon we'll be dead
I'm disassociating right now
Take my hand and we'll figure it out
I can't find the meaning I can't find a reason
It hurts just to say it out loud
(It hurts just to say it out loud)
And nothing's forever I
Hope you get better
I'll make it up to you somehow
So take me down to earth
I'll listen to everything you say
If nothing else gets you through
Gets you through
Darling I'll cry with you cry with you
And even though you hurt
I'm always a phone call away
As long as I'm here with you here with you
Then darling I'll cry with you cry with you
Cry with you"
921,Hey Ari,Lauv(라우브)CONNECT 아티스트,"I see through the pills you take
I see through the face you make
Hey Ari are you happy?
Your love sick attitude
It doesn't make you cool
Hey Ari are you happy?
It's been days since you were sober
And you're not gettin' any younger
I'm not sayin' that you're old
But you're way too old for this
And you fall in love on Fridays
And you fall apart on Sunday
And you wake up drunk on Mondays
And you call your therapist
Ayy I see through the pills you take
I see through the face you make
Hey Ari are you happy? Mm
You built up an atmosphere
But then came the clouds of fear
Hey Ari are you happy?
I say 'yeah for sure'
There's not a cloud in the sky
But I dream one night
Molly inside it helps me to feel the love
Five HP on an empty stomach I threw it up
Yeah that shit makes me sick
Yeah I think it's time to quit 'cause
I see through the pills I take
I see through the face I make
Hey Ari are you happy? No
You're lovesick out of tune
It doesn't make you cool
Hey Ari are you really happy?
I say 'yeah for sure'
Oh oh oh oh yeah for sure
Oh oh oh oh yeah for sure
Oh oh oh oh yeah for sure
Yeah for sure yeah for sure
Yeah for sure
Yeah for sure yeah for sure
Yeah for sure
Yeah for sure yeah for sure
Yeah for sure
Are you happy?
I say 'yeah for sure'"
922,Let Go,Cody Simpson(코디 심슨),"I was laying in my bed with my thoughts
and my guitar
And it's struck me to be honest
to the point to my heart
Hey girl
You know you have it all hey girl
But you know I'm better off hey girl
You know it ain't your fault but here we are
I don't wanna let go
But I think it's time I let you know
That I think we should let go
But I'll never forget you no
You ooh ooh ooh no
Ooh ooh ooh ooh ooh ooh ooh ooh
Ooh ooh ooh ooh ooh ooh ooh ooh
No one said the game was easy love
I think it's worth layin' our cards down
for a while
'Cause I'm a jack and king and joker too
I think it's you I think it's you
that I was betting on
Betting on
Hey girl
You know you have it all hey girl
And you know I'm better off hey girl
You know it ain't your fault but here we are
I don't wanna let go
But I think it's time I let you know
That I think we should let go
But I'll never forget you no
No oh oh oh oh oh
Ooh ooh ooh ooh ooh ooh ooh ooh
Ooh ooh ooh ooh ooh ooh ooh ooh
Ooh ooh ooh ooh ooh ooh ooh ooh
Ooh ooh ooh ooh ooh ooh ooh ooh
Ooh ooh ooh ooh ooh ooh ooh ooh
Ooh ooh ooh ooh ooh ooh ooh ooh
Ooh ooh ooh ooh ooh ooh ooh ooh
Ooh ooh ooh ooh ooh ooh ooh ooh"
923,Feels Like You,Faime,"Sometimes this feels like an ending of a movie
If I'm just dreaming then I'm hoping I can stay asleep
Know that no matter what
After the closing scene
I'll be the only one to love you in my dreams
Sometimes it feels like I'll never have enough of you
When you're around me you make every passing moment new
And when I'm not with you, I know you'll still agree
I'll be the only one to love you in my dreams
Oh my, I swear
I can't stop looking into those eyes
I'm lost, maybe I'm hypnotized
'Cause the way you look with these pink skies
As the sun drifts away tonight
Just hold tight
'Cause when you're in my arms, it feels right
You know there ain't no place I'd rather be
Just dance with me all night
'Cause baby nothing else feels like...
You, you, nothing feels like you, you
No, there ain't no place I'd rather be
Just dance with me all night
'Cause baby nothing else feels like you
I got that feeling like we're young and it's a summer fling
But I've been hurt enough to know I love you differently
I think I finally found someone who won't disagree
I'll be the only one you'll keep loving in your dreams
Oh my, I swear I can't stop looking into those eyes
I'm lost, maybe I'm hypnotized
'Cause the way you look with these pink skies
As the sun drifts away tonight
Just hold tight
'Cause when you're in my arms it feels right
You know there ain't no place I'd rather be
Just dance with me all night
'Cause baby nothing else feels like
You, you, nothing feels like you, you
No, there ain't no place I'd rather be
Just dance with me all night
'Cause baby nothing else feels like you"
924,Forget You,Jake Cornell,"[Verse 1]
Didn't mean to hurt me
But that's what you done
Didn't mean to cut so deep
But now I've come undone
It's killing me and I can't breathe
But it still feels like home with you

[Pre-Chorus]
Finally I've learned that you don't give a shit about my feelings
But somehow I'm still searching for reasons why

[Chorus]
I still think of you from time to time
And it's been hard to get you off my mind
I tried my best, but I still remember
And honestly I hope I forget you

[Verse 2]
Truth is I still miss you in ways I can't explain
Hurts when you're the person who's causing all my pain
They say it's better to have loved and lost
But I'm not sure I agree with that

[Pre-Chorus]
Finally I've lеarned not to give a shit about your feelings
And someday I'll stop sеarching for the reasons why


[Chorus]
I still think of you from time to time
And it's been hard to get you off my mind
I've tried my best, but I still remember
And honestly, I hope I forget ya

[Outro]
Please don't ask me if I'm doing fine
'Cause it's been pretty tough, yeah I can't lie
I tried my best, but I can't replace you
So honestly, I hope I forget you"
925,johnny & june,Zachary Knowles,"You shot me in the heart from the start
Your hazel eyes found me in the dark
They say finding love shouldn't be hard
That's when I knew, that's when I knew

I can't believe it's been like seven years
Before you I couldn't see very clear
I still get excited when you're near me
That's how I knew, that's how I knew


One day when we're old we might forget
All thе little things that we did

So let's writе a story about what we do
I'll be your Johnny and you'll be my June
We'll last forever like superheros do
Yeah let's write a story
Let's write a story about me and you


Oh ooh ooh oh
Oh ooh
'Bout me and you
Oh ooh ooh oh



My parents always loved you like their own
You're not the type that has to put a show on
And you know I'd be lyin' if I said I wasn't cryin'
Thinking one day we'll have kids and start a home


So let's write a story about what we do
I'll be your Johnny and you'll be my June
We'll last forever like superheros do
Yeah let's write a story
Let's write a story about me and you


Oh ooh ooh oh
Oh ooh
'Bout me and you
Oh ooh ooh oh


Let's write a story about what we do
I'll be your Johnny and you'll be my June
We'll last forever like superheros do
Let's write a story
Let's write a story about me and you"
927,Come Close,Anson Seabra,"The writing's on the wall
And the ink's on my hands
And I've been trying to put this off
But I know that I can't
And what do you do when it won't work
And where do you go when it just hurts
And why does it
always seem to end up just like this
'Cus we both know
That this is never gonna work
And I just hope
You find someone who puts you first
Who keeps you close
Who knows your heart
and sees your worth
Who won't let go
Cuz oh well I know you deserve
Someone so much better
'Cus I'm someone who could never
Come close
Don't tell me you're surprised
'Cus I know that you're not
I could see it in your eyes
From the day that we started
And what do you do when it's okay
No reason to go but none to stay
And somehow it
always seems to end up just like this
'Cus we both know
That this is never gonna work
And I just hope
You find someone who puts you first
Who keeps you close
Who knows your heart
and sees your worth
Who won't let go
Cus oh well I know you deserve
Someone so much better
'Cus I'm someone who could never
Come close
Cus oh well I know you deserve
Someone so much better
'Cus I'm someone who could never
Come close"
928,Timeless,Landon Austin,"You are the summer
We were the tide
The clearest of azure
Bright as your eyes
Golden skin sundress
You were the skies
And I see the color
I've known all my life

We are timeless
We are timeless

Waves washing over
The sand on my feet
Time is an ocean
And I'm lost at sea
Tomorrow won't find us
But I still believe
Searching for you
Is looking for me

We are timeless
We are timeless
We are timeless
We are timeless

You are water
I am frozen
Skies are moving
I'm standing still
In the shadows
Of your twilight
I am falling
I am falling
I am falling

When nights last forever
And days run away
The world makes us fly by
Into the gray
With every season
Every change
You'll be the sunlight
I feel on my face

We are timeless
We are timeless
We are timeless
We are timeless

We are timeless
We are timeless
We are timeless
We are timeless"
929,misfit.,will hyde,"Ooh oh oh
Ooh oh oh
Ooh oh oh
Don't be so hard on yourself
We all get scared of ourselves
You wish you were someone else
I will be here if you need my help
Even when you lose all hope
You go deeper than you've gone
Hold on 'til you can't no more
Know you're not alone
'Cause I'm a misfit and if I'm bein' honest
Sometimes I wish I wasn't
it's just part of who I am
I'm a misfit but you make it feel different
Change its definition it's just part of who I am
Ooh oh oh (Oh mm)
Ooh oh oh (Oh mm)
Ooh oh oh (Oh mm)
Girl don't you see how you've changed my world?
Turnin' me upside down to watch us fall
I think you're cuter when you're vulnerable
Can't you see I love you through your hurt?
Even when you lose all hope
You go deeper than you've gone
Hold on 'til you can't no more
Know you're not alone
'Cause I'm a misfit and if I'm bein' honest
Sometimes I wish I wasn't
it's just part of who I am
I'm a misfit but you make it feel different
Change its definition it's just part of who I am
Ooh oh oh (Oh mm)
Ooh oh oh (Oh mm)
Ooh oh oh (Oh mm oh mm)
Ooh oh oh (Oh mm)
Ooh oh oh (Oh mm)
Ooh oh oh (Oh mm)
'Cause I'm a misfit and if I'm bein' honest
Sometimes I wish I wasn't
it's just part of who I am
I'm a misfit but you make it feel different
Change its definition it's just part of who I am"
930,Astronomy,Conan Gray,"We drive through the woods 
rich neighborhoods to watch
We joked as we looked that 
they were too good for us
'Cause socially speaking we were the same
With runaway fathers and mothers who drank
A tale old as time young love don't last for life
And now I know now I know
It's time to go it's time to go

We've traveled the seas we've ridden the stars
We've seen everything from Saturn to Mars
As much as it seems like you own my heart
It's astronomy we're two worlds apart

(It's astronomy) We're two worlds apart
(It's astronomy) We're two worlds apart

From far away I wish I'd stayed with you
But here face to face 
a stranger that I once knew
I thought if I wandered I'd fall back in love
You said distance brings fondness 
but guess not with us
The only mistake that we didn't make was run
(Now look what we've done)

We've traveled the seas we've ridden the stars
We've seen everything from Saturn to Mars
As much as it seems like you own my heart
It's astronomy we're two worlds apart

(It's astronomy) We're two worlds apart

Stop tryna keep us alive
You're pointing at stars in the sky
That already died
Stop tryna keep us alive
You can't force the stars to align
When they've already died
Oh we've died ooh
[Chorus]
Oh we've traveled the seas 
we've ridden the stars
We've seen everything from Saturn to Mars
As much as it seems like you own my heart
It's astronomy we're two worlds apart"
931,Lost It All,Birdy(버디),"Give a little time to me
Give a little trust and you'd see
Give a little peace of mind
You never know what you might find

Oh, if this is what dreams are made of
Then I think that I've seen enough
Oh, I've given you all of my love
But it's still not enough

You told me that you light my way
You're clever with the words you say, yeah
Let me out into the dark
I took a little step too far

Oh, if this is what dreams are made of
Then I think that I've seen enough
Oh, I've given you all of my love
But it's still not enough

Oh, it hurts (Lost control)
Oh, it hurts (Lost it all)
It hurts sometimes, sometimes

If this is what dreams are made of
Then I think that I've seen enough
Oh, I've given you all of my love
But it's still not enough

A bitter heart
You let me down
But you'll never lose
What you'll never found"
932,Slow Lie,Alessia Cara(알레시아 카라),"Oh oh
I know it wasn't much to ya
But you dressed it up so pretty
Didn't you?
Wouldn't get caught up and lately
I'm seein' right through ya
By the way I moved to the city
You're too busy bein' tied up with
Other things everything's different here
Wonderin' where you been you disappeared
I guess I'll see you around
I'm sure I'll see you around
Such a slow lie
They're your lies
That everything will stay the same
Swear it's the ones who said
That they'll never change
Slow lie
They're your lies
That everything will stay the same
Swear it's the ones who said
That they'll never change
Was it too much for ya to have said goodbye
Or apologize? It's kinda messed
That even after all I told ya
With one look in my eyes (My eyes my eyes)
I probably should be caught up with
Other things everything's different here
Wonderin' where you been you disappeared
I guess I'll see you around
I'll see you around
Such a slow lie
They're your lies
That everything will stay the same
Swear it's the ones who said
That they'll never change
Slow lie
They're your lies
That everything will stay the same
Swear it's the ones who said
That they'll never change
Don't you go lose yourself
And build a glasshouse
On the wrong things on the wrong things
Don't you go dull your mind
By gettin' too high
Off a big name off a big name
Don't you go lose yourself
And build a glasshouse
On the wrong things on the wrong things
I can picture you still on the hill
Swear it's the ones that say
That they'll never change"
933,She,dodie,"Am I allowed
To look at her like that?
Could it be wrong
When she's just so nice to look at?
And she smells like lemongrass and sleep
She tastes like apple juice and peach
Oh you would find her in a polaroid picture
And she means everything to me oh
I'd never tell
No I'd never say a word
And oh it aches
But it feels oddly good to hurt
And she smells like lemongrass and sleep
She tastes like apple juice and peach
Oh you would find her in a polaroid picture
And she means everything to me
Oh (Oh oh)
Oh (Oh)
Oh (Oh oh)
Oh (Oh)
And I'll be okay admiring from afar
'Cause even when she's next to me
We could not be more far apart
And she tastes like birthday cake
And storytime and fall
But to her I taste of nothing at all
And she smells like lemongrass and sleep
She tastes like apple juice and peach
Oh you would find her in a polaroid picture
And she means everything to me
Yes she means everything to me
She means everything to me"
934,Thank You,Lennon Stella(레논 스텔라),"My tea's gone cold, I'm wonderin' why
I got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could, it'd all be grey
But your picture on my wall
It reminds me that it's not so bad, it's not so bad

I drank too much last night, got bills to pay
My head just feels in pain
I missed the bus and there'll be hell today
I'm late for work again
And even if I'm there, they'll all imply
That I might not last the day
And then you call me
And it's not so bad, it's not so bad

And I want to thank you
For giving me the best day of my life
And oh-ooh, just to be with you
Is having the best day of my life, mmm-mmm

Push the door, home at last
And I'm soaking through and through
Then you handed me a towel
And all I see is you
And еven if my house falls down now
I wouldn't have a cluе
Because you're near me

And I want to thank you
For giving me the best day of my life
And oh-ooh, just to be with you
Is having the best day of my life, mmm-mmm"
935,Spring Rain,Oscar Dunbar,"Look of life the birds are out again
I can feel a change upon the wind
The color of the sky
And the sound of the rain
Coming down down down
I can tell that you're the same as me
Wanting to feel curious and free
Life had locked me in
But you opened up the door
You opened up the door
Seasons they change
Gone away then back again
Every sign I see is you
I am tired of hiding how I feel
Every sign is telling me it's real
Looking back it's easy now to see
Something inside longing to be free
The story in your eyes
And the stars in the sky
Turning round round round
Look at love and how she makes her plan
Urging us on offering her hand
Bringing you to me always meant to be
Now I understand that
Seasons they change
Gone away then back again
Every sign I see is you
I am tired of hiding how I feel
And every sign is telling me it's real
Every sign is telling me it's real
Seasons change
Gone away then back again
Every sign I see is you
I am tired of hiding how I feel
Every sign is telling me it's real"
936,Insecure (feat. Pink Sweat$),Bren Joy,"So indecisive
I hate it then like it
Show all my cards
then try to hide em’
Making it hard
when this should be easy
I’m falling apart
so I can give you the pieces
Can’t turn off my mind
and think bout’ somebody else
So obsessed with loving you
I can’t help myself
Will you be there in the morning
callin’ making sure i’m good
And when I hit you
in the evening
feelin’ way to insecure
And baby if I fall I want
to land right in your bed
So you can tell me
in the morning
you trippin’ how could
you be so in your head
Feelings in my face
that I can’t ignore
Can’t say these are things
that I’ve faced before
Don’t know what to do
when I’m out with you
Love you so hard its uncomfortable
Can’t turn down my mind
and think bout’ somebody else
So obsessed with loving you
I can’t help myself
Will you be there in the morning
callin’ making sure i’m good
And when I hit you
in the evening
feelin’ way to insecure
Baby if I fall I want
to land right in your bed
So you can tell me
in the morning
you trippin’ how could
you be so in your head
Baby if I fall I want
to land right in your bed
So you can tell me
in the morning
you trippin’ how could
you be so in your head
Will you be there in the morning
callin’ making sure i’m good
And when I hit you
in the evening
feelin’ way to insecure
And baby if I fall I want
to land right in your bed
So you can tell me
in the morning
you trippin’ how could
you be so in your head"
938,Second Hand Love (feat. Ruben),Julie Bergan(줄리 버겐),"I know the way you take your coffee in the morning
 And you know my place like the back of your hand
 I know you think romantic comedies are boring
 But I make you watch them anyway just 'cause I can

 And I'll wake up excited to see you
 And I'll meet you at our favorite spot down the street
 You're telling me that I should flirt with the waiter
 As you talk about your date last night
 Oh, how can I survive

 When I can't breathe and you can't see that you're
 Killing me slowly with your second hand love
 And the way she makes you light up, boy you're
 Killing me slowly with your second hand love
 Yeah, you're killing me slowly with your second hand love

 You know the way I laugh when something isn't funny
 And you know the way I smile when I'm about to cry
 So how could you be so clueless not to know how I feel?
 When you say that I'm just one of the guys
 And I think that I might die

 And I'll wake up excited to see you
 And I'll meet you at our favorite spot down the street
 You're telling me that I should flirt with the waiter
 As you talk about your date last night
 Oh, how can I survive

 When I can't breathe and you can't see that you're
 Killing me slowly with your second hand love
 And the way she makes you light up, yeah, you're
 Killing me slowly with your second hand love
 Yeah, you're killing me slowly with your second hand love

 Nobody gets you like I do
 I let you go, you pull me back
 Am I the only one waiting for
 This heart to die, this heart to die
 No matter where I go you're always in the air

 When I can't breathe and you can't see that you're
 Killing me slowly with your second hand love

 And the way she makes you light up, boy you're
 Killing me slowly with your second hand love
 Yeah, you're killing me slowly with your second hand love"
939,You're Not There,Johnny Stimson,"I woke up in the morning
And my first thought was about you
I just can't leave you in the past
Keep having the same dream
That my arm is around you
But I know deep down you're never coming back
I'll be fine
At least that's what I keep telling myself
If I'm being honest with you I'm not doing well
'Cause you're in the sunrise and the sunset
You're in the long nights in the silence
Sat at the kitchen table in an empty chair
You're in the raindrops and the rainbows
You're in the notes on my piano
I see your face in crowded places everywhere
But you're not there
I wonder if you ever knew
How much I adored you
I must've said it about a million times
Wish I could say it again
Just so I could reassure you
That you were the best part of my whole life
I'm alright
I'll just keep taking one day at a time
If I'm being honest you'll always be on my mind
'Cause you're in the sunrise and the sunset
You're in the long nights in the silence
Sat at the kitchen table in an empty chair
You're in the raindrops and the rainbows
You're in the notes on my piano
I see your face in crowded places everywhere
But you're not there for me to lean on
You're not there to hold me close
You're not there for all the plans
we made together
You're not there for me to call you
When I need you here the most
There is an emptiness that goes and goes forever
'Cause you're not there"
940,All Around The World,Gavin James,"Feels like there's a million ways to tell you
That Heavens just an empty place without you
Torn up hearts
and wedding rings
tears we cry it's a funny thing
No matter where we go
we seem to get through
I'll follow you
All around the world
There's people out there trying to get by
I know we're learning all
about the things that keep us up at night
So if you're hurting I'll make it alright
cause I don't know how to live without you
So I'll follow you
all around the world
Lately there's a cloud that's hanging over
And you don't see the flowers in the corner
you don't see you like I do
It's funny what your head can do
I know sometimes
you feel you're going nowhere
But we've got a ways
We've got a ways to go
cause all around the world
There's people out there trying to get by
I know we're learning all
about the things that keep us up at night
So if you're hurting
I'll make it alright
cause I don't know how to live without you
So I'll follow you
all around the world
I'll follow you
all around the world
Are you tired of worn out conversations
You try to speak but you keep hesitating
It's beautiful what words can do
I would say them all to you
But you don't hear a single thing I'm sayin
So we've got a ways to go
cause all around the world
There's people out there trying to get by
I know we're learning all
about the things that keep us up at night
So if you're lonely I'm not hard to find
cause I don't know how to live without you
And I just don't wanna live without you
So I'll follow you
all around the world"
941,Waves,Dean Lewis,"There is a swelling storm
And I'm caught up in the middle of it all
And it takes control of the person
That I thought I was
The boy I used to know
But there is a light in the dark
And I feel its warmth
In my hands in my heart
But why can't I hold on?
'Cause it comes and goes in waves
It always does
It always does
We watch as our young hearts fade
Into the flood
Into the flood
And the freedom of falling
And the feeling I thought was set in stone
It slips through my fingers
And I'm trying hard to let go
But it comes and goes in waves
'Cause it comes and goes in waves
And carries us away
Through the wind
Down to the place we used to lay
When we were kids
Memories of a stolen place
Caught in the silence
An echo lost in space
'Cause it comes and goes in waves
It always does
It always does
We watch as our young hearts fade
Into the flood
Into the flood
And the freedom of falling
And the feeling I thought was set in stone
It slips through my fingers
And I'm trying hard to let go
But it comes and goes in waves
'Cause it comes and goes in waves
And carries us away
I've watched my wild youth disappear
In front of my eyes
Moments of magic and wonder
It seems so hard to find
Is it ever coming back again?
Is it ever coming back again?
Take me back to the feeling when
Everything was left to find
'Cause it comes and goes in waves
It always does
It always does
And the freedom of falling
And the feeling I thought was set in stone
It slips through my fingers
And I'm trying hard to let go
But it comes and goes in waves
'Cause it comes and goes in waves
And carries us away"
945,Sweet,Cigarettes After Sex(시가렛 애프터 섹스),"Watching the video that you sent me
The one where you're showering 
with wet hair dripping
You know that I'm obsessed with your body
But it's the way you smile that does it for me

It's so sweet, knowing that you love me
Though we don't need to say it 
to each other, sweet
Knowing that I love you, 
and running my fingers through your hair
It's so sweet

Watching the video where you're lying
In your red lingerie ten times nightly
You know I think your skin's the perfect color
But it's always your eyes that pull me under

It's so sweet, knowing that you love me
Though we don't need to say it 
to each other, sweet
Knowing that I love you, 
and running my fingers through your hair
It's so sweet

And I will gladly break it, 
I will gladly break my heart for you
And I will gladly break it, 
I will gladly break my heart for you
And I will gladly break it, 
I will gladly break my heart for you
And I will gladly break it, 
I will gladly break my heart for you

It's so sweet, knowing that you love me
Though we don't need to say it 
to each other, sweet
Knowing that I love you, 
and running my fingers through your hair
It's so sweet"
946,Gravedad,Anthony Lazaro,"Te ves cansada
Quítate el bolso
Ven a la cama
Fuera esa pena
Súbete a bordo
Pasearemos por marte
Con nuestra nave espacial
Del cielo
Vuelto a la luna
Acaricia tu pelo
Bonnie Y Clyde
Navegando allá.
Por que trabajas duro
Y esta es tu señal
En esta noche
Cuidare de tí
Olvídate de la gravedad
Seguimos cometas
Saltamos sus huellas
Y en esta galaxia
Es tu sol que destella
Y luego volver
Volver a empezar
Volver a la tierra
Atravesar
En nuestra cama
Justo aterrizar.
Por que trabajas duro
Y esta es tu señal
En esta noche
Cuidare de tí
Olvídate de la gravedad
Por que trabajas duro
Y esta es tu señal
En esta noche
Cuidare de tí
Olvídate de la gravedad"
948,watch you sleep.,girl in red,"The morning sun shines on your skin
'Cause your white curtains they are paper thin
Windows open I can feel the breeze
But we're safe here under the sheets

I don't ever wanna leave
I'll watch you sleep and listen to you breathe
Ooh oh
I don't ever wanna leave
I'll watch you sleep I'll watch you sleep

I never get bored of looking at you
'Cause every time I see something new
Like the scar on your spine
You fell off a roof when you were nine
You lived a life before me

I don't ever wanna leave
I'll watch you sleep and listen to you breathe
Ooh oh
I don't ever wanna leave
I'll watch you sleep I'll watch you sleep

I don't ever wanna leave
I'll watch you sleep I'll watch you sleep
I don't ever wanna leave
I'll watch you sleep I'll watch you sleep
I'll watch you sleep
I'll watch you sleep"
950,Alright,Gracie Abrams,"I still avoid medication
 I'd rather take a vacation
 Drive around all of the outlets
 Buy things and later regret it
 Spend the whole week in Hawaii
 Fall asleep under the palm trees
 Down a whole bottle of whiskey
 Countin' the people who hate me

 I don't know if I'll be alright
 What will it take to make this good?
 Oh, someone tell me it gets better
 Better, better, better
 Because for tonight, I'm just not alright

 What if I drove to you backwards?
 Jump in the shallow end headfirst
 Burn my emergency contact
 Run for the hills when it gets bad
 What if I never move out?
 I'd live in the basement my whole life
 I got the chills when I said that
 I never thought of a fallback

 I don't know if I'll be alright (Alright)
 What will it take to make this good?
 Oh, someone tell me it gets better
 Better, better, better
 Because for tonight, I'm just not alright"
951,Blackbird,James Smith,"Blackbird singing in the dead of night
Take these broken wings and learn to fly
All your life
You were only waiting for
This moment to arise
Blackbird singing in the dead of night
Take these sunken eyes and learn to see
All your life
You were only waiting for
This moment to be free
Black bird fly black bird fly
Into the light of the dark black sky
Blackbird singing in the dead of night
Take these sunken eyes and learn to see
All your life
You were only waiting for
This moment to be free
Black bird fly black bird fly
Black bird fly
Into the light of the dark black sky"
952,For Celeste,Chris Garneau(크리스 가르노)CONNECT 아티스트,"You think you let it out too early
You think that maybe you’re too young
You don’t have to be angry:
I already knew you were
Already knew you were

You missed your days polite unraveling
You missed the days when you were young
You did not get to be the child 
I always knew you were
You were

You don’t have to be funny
I have never asked for cheer
You can definitely have anger
Have my house,
I’m done living here
I’m done living here

You can give in a bit more easy
You can dance, you can be young
Don’t have to try, just be the child
I always knew you were, 
always knew you were

Don’t try to kill the little things
They are a part of you
Surrender
Surrender

You don’t have to be funny
I have never asked for cheer
You can definitely have anger 
Have my house,
I’m done living here
I’m done 
I’m done living here

You don’t have to go away
Anyway, you never leave.
Stay here
You have
No
Fear"
