,노래제목,가수,가사
1467,The Day I Was Born,Ed Sheeran(에드 시런),"Got a call from my mother
Who wished that she was here
Couple of cards in the post that I'm readin'
I want the warmth of the summer
The cold too cold to bear
The only plus is the sweater I needed
I broke apart from my lover
A couple months ago
If they were here
Then I guess I wouldn't be alone
This is the life in the city a
Nd that's the way it goes
But it's a fine excuse just to leave it
I hit her mom then I asked
'Are you comin' over?'
And all I got was a shrug and a 'i don't know'
And everyone I know is hidden away
Tryna make their bodies clean again
And they don't want to celebrate
Nobody cares this is the day I was born
Always the month when parties come to an end
The same excuses from every friend
Another year and now we're here again
Nobody cares this is the day I was born
Another birthday alone
La la lay la la lay
Another birthday alone
La la lay la la lay
I hit a bar in town get my account start a tav
Everyday that we're here
Well we'll never gettin' back
So I drink for the confidence
'Cause it's what I lack
And end up talkin' to strangers
And findin' another plaque
I am denyin' on the carpet spinnin' on my own
Watchin' pointless shit
And flickin' through my phone
And would April be better?
I guess I'll never know
I'll take the keys from my pocket
And stumble into home and
I feel low but I guess I could feel lower
I'm headin' down and now I'm on a row
And everyone I know is hidden away
Tryna make their bodies clean again
They don't want to celebrate
Nobody cares this is the day I was born
Always the month when parties come to an end
The same excuses from every friend
Another year and now we're here again
Nobody cares this is the day I was born
Another birthday alone
La la lay la la lay
Another birthday alone
La la lay la la lay
I feel low but I guess I could feel lower
I'm headin' down and now I'm on a row
And everyone I know is hidden away
Tryna make their bodies clean again
They don't want to celebrate
Nobody cares this is the day I was born
Always the month when parties come to an end
The same excuses from every friend
Another year and now we're here again
Nobody cares this is the day I was born
Another birthday alone
La la lay la la lay
Another birthday alone
La la lay la la lay"
1469,Adelaide Sky,Adhitia Sofyan(아디티아 소프얀),"I need to know what's on your mind
These coffee cups are getting cold
Mind the people passing by
They don't know I'll be leaving soon

I'll fly away tomorrow
To far away
I'll admit a cliche
Things won't be the same without you

I'll be looking at my window 
seeing Adelaide sky
Would you be kind enough to remember
I'll be hearing my own foot steps
under Adelaide sky
Would you be kind enough to remember me

I'll let you know what's on my mind
I wish they've made you portable
Then i'll carry you around and round
I bet you'll look good on me

I'll fly away tomorrow
It's been fun
I'll repeat the cliche
Things won't be the same without you

I'll be looking at my window 
seeing Adelaide sky
Would you be kind enough to remember
I'll be hearing my own foot steps
under Adelaide sky
Would you be kind enough to remember me

I've been meaning to call you soon
But we're in different times
You might not be home now
Would you take a message
I'll try to stay awake
And fight your presence in my head

I'll be looking at my window 
seeing Adelaide sky
Would you be kind enough to remember
I'll be hearing my own foot steps
under Adelaide sky
Would you be kind enough to remember me

I'll be looking at my window 
seeing Adelaide sky
Would you be kind enough to remember
I'll be hearing my own foot steps
under Adelaide sky
Would you be kind enough to remember me"
1470,Alonica,LANY(레이니),"I'm fallin' out of love with you, LA
Runnin' out of reasons I should stay
I'm overwhelmed, I'm over it
It's too cold here anyway
I'm fallin' out of love with you, LA
Back to Alonica
Where the sun is out all the time
My favorite beach is there
And the sand, it stretches for miles
Singin' la-di-di-di-da
And slowly dancin' 'til the mornin' comes
I feel most at home when I'm back in Alonica
Darlin', I have finally settled in
The water's perfect for a midnight swim
It's paradise, the stars and I
Are catchin' up like old friends
My heart is learnin' how to love again
Back to Alonica
Where the sun is out all the time
My favorite beach is there
And the sand, it stretches for miles
Singin' la-di-di-di-da
And slowly dancin' 'til the mornin' comes
I feel most at home when I'm back in Alonica
Made up of a thousand colors
And everything is in its place
I don't know the last time there were
Tears like this upon my face
Every artist falls in wonder
Even Michelangelo
If God is really out there somewhere
This must be His other home
Back to Alonica
Where the sun is out all the time
My favorite beach is there
And the sand, it stretches for miles
Singin' la-di-di-di-da
And slowly dancin' 'til the mornin' comes
I feel most at home when I'm back in Alonica"
1471,Céline,Gallant(갈란트),"Is it what you want?
But I've seen a million faces
And not even one can competes
With watching you
Is it what you will?
But I've been a whole lotta places
And not even one can distracts me
Like you do
And I'll admit
I've tried so hard to quit you once or twice
And I'll admit
I couldn't quit you even if I'd try
'Cause just like that
There's an angel in my presence
And I realize I'm nobody without you
Just like that
I'm addicted to your presence
And don't know what the fuck I'm gonna do
Without you
Baby without you
Hey without you
Without you
I do what I want
And never run out of choices
But nobody else was a candle to you
I usually said what I want
But in this particular moment
My mouth can't find
The words to say I love like I do
And I'll admit
I've tried so hard to quit you once or twice
And I'll admit
I couldn't quit you even if I'd try
'Cause just like that huh
There's an angel in my presence
And I realize I'm nobody without you
Just like that
I'm addicted to your presence
And don't know what the fuck I'm gonna do
Without you
Baby without you
Without you
Without you
Oh got no more blood in my lungs
I'm just around without a reason baby
No wonder I'm not going through
The motions lately
Reanimated inundated
In and out of putting all my pieces
Together
But I digress
I'm still a mess
I've been afraid of learning my own lessons
Oh the universe knows
How I've kept leather on my feet
I wouldn't burgeon in if I try to flee
'Cause just like that huh
There's an angel in my presence
And I realize I'm nobody without you
Just like that
I'm addicted to your presence
And don't know what the fuck I'm gonna do
Without you
Baby without you
Without you
Without you"
1472,Leave My Home,FKJCONNECT 아티스트,"I'ma leave my home
I'ma do it all
I was looking my own way
I'd go to something beautiful
I'ma leaving this behind oh
And I'm sure gon' miss my bros
I'ma leave my home
This will change it all
Is this what I was waiting for so long?
But this world is telling me go go go
Uh uhuh uh uhuh I'm on my knees
Uh uh uhuh uh uh uh uh uhuh
Uh uh uhuh uh uh uh uh uhuh
I'ma leave my home
And this will change it all
Is this what I was waiting for so long?
I'ma leave my home wo hoo wo hoo ooo
I'm on my knees"
1473,Wait,M83,"Send your dreams
Where nobody hides
Give your tears
To the tide
No time
No time
There's no end
There is no goodbye
Disappear
With the night
No time
No time
No time
No time
No time"
1474,When Will I See Your Face Again,Jamie Scott(제이미 스콧),"Here I Am Everyday
Since You Said You'd Come Again
But It's Not Fair Cos You're Not Here
I Wait In Vain But Nothing Has Chaaanged
I'm A Flower Soaking In The Rain
If I Could Wish One Thing
I'd Hear You Call My Name
So When Will I See Your Face Again
When Will You Touch My Life Again (ohh yeah)
When Will I Breathe You In Again (ha)
I Think I Love YouuuWill I See Your Face Again
Little Thing Like The Rain Coming
She Looked At Me A Certain Kind Of Way
Tell Me Girl Where Are You Nowww
'Cos I Don't Know
How Much Longer I can Waaait
I'm A Dreamer Waiting For The Sun
When You're Coming In I know My Life's Begun
Tell Me Girl
When Will I See Your Face Again (ohh yeaaah)
When Will You Touch My Life Again (ummm um)
When Will I Breathe You In Again
I Think I Love Youuu Will I See Your Face Again
You Know That All My Life I've Been Waaaiting
Waiting For Sooome
Someone Like You To Love Me
You Can't Come By Like An Angel Into My Life
And then Fly Awaaaay Flyyyyyy Away
Oh Honey Cos I
Uh Baby Ba Ba Doo Yeah Ohh ohhhh
Sing I've Only Seen Youuu
Oh I Said Uh huh I Said I Said Yeah (woo)
When Will I See Your Face Again
(I Wanna See You Once In My Life)
When Will You Touch My Life Again
(Wanna See You Twice In My Life)
When Will I Breathe You In Again (ohhh)
I Think I Love Youuu Will I See Your Face Again
I said see Bap pa da doo ba ba (ohhh)
Bap Ba Doo Yeah
That's What We Do Yeaahhh (ohh)
When Will iii See Your Face Again My Friend
Oh Yeah I Think You Gotta Let Me Know Yeah
Ohh Yeahhh"
1476,Make You Feel My Love,Adele(아델),"When the rain is blowing in your face,
And the whole world is on your case,
I could offer you a warm embrace
To make you feel my love.

When the evening shadows and the stars appear,
And there is no one there to dry your tears,
I could hold you for a million years
To make you feel my love.

I know you haven't made your mind up yet,
But I would never do you wrong.
I've known it from the moment that we met,
No doubt in my mind where you belong.

I'd go hungry; I'd go black and blue,
I'd go crawling down the avenue.
No, there's nothing that I wouldn't do
To make you feel my love.

The storms are raging on the rolling sea
And on the highway of regret.
Though winds of change are throwing wild and free,
You ain't seen nothing like me yet.

I could make you happy, make your dreams come true.
Nothing that I wouldn't do.
Go to the ends of the Earth for you,
To make you feel my love"
1477,idontwannabeyouanymore,Billie Eilish(빌리 아일리시),"Don't be that way
Fall apart twice a day
I just wish you could feel what you say
Show never tell
But I know you too well
Kind of mood that you wish you could sell
If teardrops could be bottled
There'd be swimming pools filled by models
Told a tight dress is what makes you a whore
If i love you was a promise
Would you break it if you're honest
Tell the mirror what you know
She's heard before
Idontwannabeyouanymore
Hands getting cold
Losing feeling's getting old
Was I made from a broken mold?
Hurt I can't shake
We've made every mistake
Only you know the way that I break
If teardrops could be bottled
There'd be swimming pools filled by models
Told a tight dress is what makes you a whore
If i love you was a promise
Would you break it if you're honest
Tell the mirror what you know
She's heard before
Idontwannabeyou
Idontwannabeyou
Idontwannabeyou anymore"
1478,L'onde Amere,Keren Ann(케렌 앤),"Perdre le fil du temps
Tâter le vent
N'avoir plus rien à craindre
Mais craindre
Qu'à tout moment
Au fil de l'eau
Il n'y ait plus rien à perdre

Suivre l'onde amère
Apprendre à vivre
A ciel couvert
Se résoudre
A ne plus avoir
De repères
En avoir l'air

Fuir à contre-sens
La dernière chance
D'avoir des choses à dire
Mais dire ce que l'on pense
Se faire violence
N'avoir plus rien à fuir

Suivre l'onde amère
Apprendre à vivre
A ciel couvert
Se résoudre
A ne plus avoir
De repères
En avoir l'air

Feindre de voir le jour
Le non retour
Ne plus savoir à quoi s'attendre."
1479,Every Single Thing,Homeshake,"Hey are you even paying attention to me right now?
Every single thing that I shouldn't do
Seems to come so natural
I don't know 'bout you

Feeling so out of touch
Staying inside too much
Introducing all these hands but I'm out of luck

Thought it'd be easier
For me to think of her
I was dreaming as you spoke and not listenin' to you

Thought it'd be easier
For me to think of her
I was dreaming as you spoke and not listenin' to you

Is there anything you need?
Make you feel more comfortable
Put your mind at ease

So what do I do instead?
When I think about every single thing
Nodding through my head
Keeping me inside

Thought it'd be easier
For me to think of her
I was dreaming as you spoke and not listenin' to you

Thought it'd be easier
For me to think of her
I was dreaming as you spoke and not listenin' to

Every single thing
Every single thing
Every single thing
Every single thing
Every single thing
Every single thing
Every single thing
Every single thing"
1480,wish you were gay,Billie Eilish(빌리 아일리시),"""Baby, I don't feel so good,""
six words you never understood
""I'll never let you go,""
five words you'll never say (Aww)
I laugh alone like nothing's wrong,
four days has never felt so long
If three's a crowd and two was us,
one slipped away (Hahahahahahahaha)

I just wanna make you feel okay
But all you do is look the other way
I can't tell you how much I wish I didn't wanna stay
I just kinda wish you were gay

Is there a reason we're not through?
Is there a 12 step just for you?
Our conversation's all in blue
11 ""heys"" (Hey, hey, hey, hey)
Ten fingers tearing out my hair
Nine times you never made it there
I ate alone at 7, you were six minutes away
(Yay)

How am I supposed to make you feel okay
When all you do is walk the other way?
I can't tell you how much I wish I didn't wanna stay
I just kinda wish you were gay

To spare my pride
To give your lack of interest an explanation
Don't say I'm not your type
Just say that I'm not your preferred sexual orientation
I'm so selfish
But you make me feel helpless, yeah
And I can't stand another day
Stand another day

I just wanna make you feel okay
But all you do is look the other way
I can't tell you how much I wish I didn't wanna stay
I just kinda wish you were gay
I just kinda wish you were gay
I just kinda wish you were gay"
1481,La Lune,Billie Marten(빌리 마틴),"Breaking my back in the heart of this land
Feet above water and softened in sand
I could have wanted any part of this
But I find the heat is too harsh on the skin
Drowning in light need
the cold to sinkin to my soul
My soul
Ignore signs of change no more
I come back again i am flawed
Swallow me whole with the moon on my back
One side is pink and the other is black
I'm good at hiding in the dead and grey
Time after time I've been people I'm not
Places we go to are all that we've got
So why don't we go
So why don't we go
I'll never know
Ignore signs of change no more
I come back again I am flawed"
1482,free love (dream edit),HONNE(혼네),"Imagine a house
Way up on a hill
Dog in the yard
And trees in the fields
It's next to the water
It's the prettiest scene
With white picket fences
Or maybe surf green
As wonderful as this all seems
This is beyond our means
It's just a dream
It's just a dream
I can't get you all that stuff
But I can give you all my love
Free love
Free love
Are the simple things enough?
I got to give you all my love
Free love
Free love
Imagine a place
Where we could be free
There's no one for miles
It's just you and me
We might have kids
Maybe three
But twins could be cool
That would do it for me
As wonderful as this all seems
This is beyond our means
It's just a dream
It's just a dream
I can't get you all that stuff
But I can give you all my love
Free love
Free love
Are the simple things enough?
I got to give you all my love
Free love
Free love oh free love
I can't get you all that stuff
But I can give you all my love
Free love
Free love
Are the simple things enough?
I got to give you all my love
Free love
Free love
Oh  free love"
1483,Be Be Your Love,Rachael Yamagata(레이첼 야마가타)CONNECT 아티스트,"If I could take you away Pretend I was queen
What would you say Would you think I'm unreal
Cause everybody's got their way I should feel
Everybody's talking how
I can't can't be your love
But I want want want to be your love
Want to be your love for real
Everybody's talking how
I can't can't be your love
But I want want want to be your love
Want to be your love for real
Want to be your everything everything
Everything's falling and I am included in that
Oh how I try to be just okay
Yeah but all I ever really wanted
Was a little piece of you
And everybody's talking how
I can't can't be your love
But I want want want to be your love
Want to be your love for real
Everybody's talking how
I can't can't be your love
But I want want want to be your love
Want to be your love for real
Everything will be all right
If you just stay the night
Please sir don't you walk away
don't you walk away don't you walk away
Please sir don't you walk away
don't you walk away don't you walk away

And everybody's talking how
I can't can't be your love
But I want want want to be your love
Want to be your love for real
Everybody's talking how
I can't can't be your love
But I want want want to be your love
Want to be your love for real
And everybody's talking how
I can't can't be your love
But I want want want to be your love
Want to be your love for real
Everybody's talking how
I can't can't be your love
But I want want want to be your love
Want to be your love for real
I want to be your love love love"
1484,K.,Cigarettes After Sex(시가렛 애프터 섹스),"I remember when I first noticed 
that you liked me back
We were sitting down in a restaurant 
waiting for the check
We had made love earlier that day 
with no strings attached
But I could tell that something had changed 
how you looked at me then

Kristen, come right back
I've been waiting for you to slip back in bed
When you light the candle

And on the Lower East Side 
you're dancing with me now
And I'm taking pictures of you 
with flowers on the wall
Think I like you best when you're dressed 
in black from head to toe
Think I like you best when you're just with me
And no one else...

Kristen, come right back
I've been waiting for you to slip back in bed
When you light the candle

And I'm kissing you lying in my room
Holding you until you fall asleep
And it's just as good as I knew it would be
Stay with me I don't want you to leav

Kristen, come right back
I've been waiting for you to slip back in bed
When you light the candle"
1485,1901,Birdy(버디),"Counting all different ideas drifting away
Past and present they don’t matter
Now the future’s sorted out
Watch her moving in elliptical patterns
Think it’s not what you say
What you say is way too complicated
For a minute thought I couldn’t tell how to fall out

It’s twenty seconds till the last call
You’re going hey hey hey hey hey 
Lie down you know it’s easy
Like we did it over summer long

And I’ll be anything you ask and more
You’re going hey hey hey hey hey 
It’s not a miracle we needed
No I wouldn’t let you think so

Fold it, fold it, fold it, fold it
Fold it, fold it, fold it, fold it

Girlfriend, oh your girlfriend is drifting away
Past and present 1855-1901
Watch them built up a material tower
Think it’s not gonna stay anyway
Think it’s overrated
For a minute thought I couldn’t tell how to fall out

It’s twenty seconds till the last call
You’re going hey hey hey hey hey 
Lie down you know it’s easy
Like we did it over summer long

And I’ll be anything you ask and more
You’re going hey hey hey hey hey 
It’s not a miracle we needed
No I wouldn’t let you think so

Fold it, fold it, fold it, fold it
Fold it, fold it, fold it, fold it

Fold it, fold it, fold it, fold it
Fold it, fold it, fold it, fold it 
Fold it, fold it, fold it, fold it
Fold it, fold it, fold it, fold it"
1486,Until The End,Kelley McRae,"Still Onething puzzles me inside
Why can't I live a normal life?
No matter how hard I try to change myself
I know this much is true
How can I bring peace to my heart
I think about it everyday
I don't want to pretend to be good anymore
No longer
I've been through a lot my whole life
I feel like there's no second chance
Whenever I'm frustrated
I recall the day
They taught me how to live again
I'll never fall into despair
I just want to live a normal life
From now on 'till the end
I've been through a lot my whole life
I felt like there was no more chance
Whenever I'm frustrated
I recall the day
They taught me how to live again
I'll never fall into despair
I just want to live a normal life
From now on 'Till the end Oh
From now on 'till the end"
1487,Lay Me Down (feat. John Legend),Sam Smith(샘 스미스),"Yes I do, I believe
That one day I will be where I was
Right there, right next to you
And it's hard, the days 
just seem so dark
The moon, the stars are 
nothing without you
Your touch, your skin, 
where do I begin?
No words can explain the way 
I'm missing you
Deny this emptiness, 
this hole that I'm inside
These tears, they tell their own story

Told me not to cry 
when you were gone
But the feeling's overwhelming, 
it's much too strong

Can I lay by your side, 
next to you, you?
And make sure you're alright
I'll take care of you
I don't want to be here 
if I can't be with you tonight

I'm reaching out to you
Can you hear my call?
This hurt that I've been through
I'm missing you, 
missing you like crazy

Can I lay by your side, next to you, you?
And make sure you're alright
I'll take care of you
I don't want to be here 
if I can't be with you tonight

Lay me down tonight, 
lay me by your side
Lay me down tonight, 
lay me by your side
Can I lay by your side, 
next to you, you-ou"
1490,Palo Santo,Saint Joshua,"Guess it's really funny how
I never really had a doubt
That you will always be around
For real
For real
Never wanna get to close
Being weary is our antidote
And the truth is we are capable
So what's the deal
For real
If you want a lover
You know what's good
I got the Palo Santo
The holy wood
I say no wahala
If you understood
How I feel
I feel
If you want a lover
You know what's good
I got the Palo Santo
The holy wood
I say no wahala
If you understood
Come on
Come on
Oh
Guess it's really funny how
Bad energies don't make a sound
But the effect you can feel it quick
Don't rest it
Correct it, because
Bad energy bad shop
Burning all around the clock
Don't leave it we can make it stop
Ooo tell me what you really want
Tell me what you really want
If you want a lover
You know what's good
I got the Palo Santo
The holy wood
I say no wahala
If you understood
How I feel
I feel
If you want a lover
You know what's good
I got the Palo Santo
The holy wood
I say no wahala
If you understood
Come on
Come on
Pray you won't wait too long
Tell me so cus I won't go
Hold you close you'll never be alone
Pray you won't wait too long
Tell me so cus I won't go
Hold you close you'll never be alone
Alone (Alone)
If you want a lover
You know what's good
I got the Palo Santo
The holy wood
I say no wahala
If you understood
How I feel
I feel
If you want a lover
You know what's good
I got the Palo Santo
The holy wood
I say no wahala
If you understood
Come on
Come on"
1493,Let Me (Feat. Devin Morrison),Crush,"Look I can hear the tears through the phone
(I'll keep you company ain't gotta be alone)
I can tell your day was too long
(I know you're hurting I knew it all along)
Heartbroken and you're so sick
Of loving like it ain't broken
But shawty you already know this
I'm gonna treat you right (Yeah)
So baby let me cook you dinner
Let me wash your clothes
Let me hook you up as soon as I get home
Let me draw you a bath
Let me rub your back
But don't ask if I love you
'Cause I've been doing that (What?)
Oh baby no no no no no no
Don't get me wrong
Midnight to sunrise
From dusk until dawn
Whenever you need it girl
I got it girl c'mon
Just don't wanna interrupt
What you got goin' on
'Cause you're heartbroken and so sick
Of loving like it ain't broken
But shawty you already know this
I'm gonna treat you right (Yes babe)
Let me cook you dinner
Let me wash your clothes
Let me hook you up as soon as I get home
Let me draw you a bath
Let me rub your back
To show you that I love you
To the moon and back
Oh baby let me take you out
Take you to a show
Let you wear my jacket
Even though I'm cold
I'll pick you up from class
Feel up on that ass
Don't ask if I love you
'Cause I've been doing that"
1494,PURPLE TUESDAY (feat. Joey Bada$$ & Jesse Boykins III),Rejjie Snow,"Seven years old I asked christ and the genie
Ten years old I seen my friend die really
Genie in the bottle though it's jenny on the block
I'm houdini with the uzi holy father wake me up
Time traveller that boy he a star
Blowing bubbles in the faces of the people afar
'97 hov playing trunk rattled the car
Wet lick done licked the gold stars of my heart
Golden roses over enemies
And sprinkled with serenity
Tryna stain the legacy pray to allah
And fo' sho' got you rappers
Instagramming your ma
With that north face jacket blade tucked in my
Way way before the tomb
Came the womb no question
And out came his black ass remember
You was yellow with your
Black bandana with your fingers all twisted
June 19th '87 in the kitchen
The straw that broke the camel's back
In love with your life
Have you ever walked home
Afraid alone in the night?
Have you ever taken drink
Inside the loo just in case?
Cause the fear of a man just like god to my cape
And the rap game crazy but the  came at 'em
Eve came home feeling fruity and we smashing
All of that ass got me feeling real ratchet
The chicken came before the egg
And way before the atoms
Cancelling the shows and
Making money off of acting
Rain rain pouring like the bezels in my chalice
Potentially
We could build a galaxy
This you and I verse could be
More than just the dreams of the living
I could see the you in me
So let's keep giving to the stars
I know that I could take you far
Far far away from here
Where we should be
U n i t y
Where we should be
U n i t y
Where we should be
U n i t y
You and me
U n i t y that's a unity
The man rose little concrete rose
Put your hands together folks for the black roach
'bout to deliver like stagecoach
Know I stay posted my  (that was it)
Yo what's the signs?
My fountain of youth is
All drying one minute we all smiling
Then poof we fall silent
And I've been digging deep
For this thing I ain't finding this
Either I'm insane in my brain
Or yo be honest that's
Probably what it is
Done seen a lot of shit that
Probably can't live with
You probably can't stomach
You probably can't ingest
At times we were so hungry
Got mad dreams and wishes
It'll all get sunny but for now it's this money that
Determines and divides that's insuring our lives
Even causing homicide on the streets of ny
A little shorty asked me
What's my purpose and why?
I told him save the children
And put them right at the line
He said for sure that's tight
But where yhe dollars signs and that
Then hella fine dimes with that ass so fat
That phantom and the maybach
That black mac that go crick crack
That's when I say yo chill shorty relax
Let me open your mind to the current times
If visions is colourblind
It's fine your life will still shine as
I consume this time he begin to unravel
And travel to a place
He thought that he would never find uh
U n i t y
U n i t y that's a unity
U n i t y
U n i t y that's a unity
Potentially
We could build a galaxy
This you and I verse could be
More than just the dreams of the living
I could see the you in me
So let's keep giving to the stars
I know that I could take you far
Far far away from here
Where we should be
Where we should be
Where we should be
You and me
What do we do? we gotta a duty gotta say
What do we do? we gotta a duty gotta save ayy
What do we do? we gotta a duty gotta say
There are the days that we pray for love
What do we do? we gotta a duty gotta say
What do we do? we gotta a duty gotta save ayy
What do we do? we gotta a duty gotta say
There are the days that we pray for love
Like that? uh
Like that y'all y'all y'all y'all y'all
Y'all y'all y'all y'all y'all
Y'all badman and ting
Badman and gwan
Badman gon' sing yo
Badman ah
Badman do
Badman fi do
Badman do yeah"
1495,Trying,Ella Mai(엘라 마이),"Had a lotta space, nothing in the way
I was moving round like everywhere
Had a couple flings, didn't mean a thing
'Cause I'm not the type to really care
Till you came around my heart
Said you been working hard for my attention for a minute
I never felt so soft
You throw my decisions off

Yeah, I see you trying real hard (And that's good enough)
Spend a little more time (So that's good enough)
Now you all on my mind (And that's good enough)
For me, for me

Not an easy read, I'm sure
I'm not the typical girl
And I know I make it harder, but I see you trying
When I look into your eyes I just can't deny it

You got that something
I always wanted
Usually not my type
But I still want it
Boy, you got that something
Wake me up in the morning
Loving's on my appetite
Know you don't wanna waste my time
I see you trying, I see you trying

I see you trying
They always say to wait for the perfect timing
I tried to cut off but you wasn't buying
You messing up my plans, I was tryna fight it
Oh yeah
I made you wait
You never had a girl put you in your place
Pain ain't on my heart, I just wanna say
You cut the chase, I can't escape

Yeah, I see you trying real hard (And that's good enough)
Spend a little more time (So that's good enough)
Now you all on my mind (And that's good enough)
For me, for me

Not an easy read, I'm sure
I'm not the typical girl
And I know I make it harder, but I see you trying
When I look into your eyes I just can't deny it

You got that something
I always wanted
Usually not my type
But I still want it
Boy you got that something
Wake me up in the morning
Loving's on my appetite
Know you don't wanna waste my time
I see you trying, I see you trying

Truth is I'm down
You ain't been in love but you're learning how
I need you now
Kinda feel weird 'cause you're not so
Comfortable sharing your feelings
Ooh, I commend ya
You really winning
You got my attention
No competition, yeah

You got that something
I always wanted
Usually not my type
But I still want it
Boy you got that something
Wake me up in the morning
Loving on my appetite
Know you don't wanna waste my time
I see you trying, I see you trying

I see you trying, I see you trying
I see you trying"
1496,10k Hours (feat. Nas),Jhene Aiko(즈네 아이코),"Yeah
One two check
Check one two
I know what it's like to lose
Do you? Do you?
Have you ever loved someone
Then lost that one?
You can't even call they phone
You can't even ask how they day was
Nothing in life's guaranteed you'll see uh
I'm not being difficult
I just see things differently
When I say I wanna see you
That means something deeper to me
I've been missing you for
Ten thousand hours (Thousand hours)
I cannot let go
Ten thousand memories (Memories)
I've been missing you for ten
Thousand hours (Thousand hours) yeah
I cannot let go
Ten thousand memories (Memories)
Have you ever loved someone
Then lost that one?
Have you ever missed someone
That ain't coming back? Uh
You can't even tell that one
'Cause they're not here to hear it
Do you hear me?
Nothing in life's guaranteed you'll see
I'm not being difficult
I just see things differently
You don't see the urgency
(You don't see the urgency)
That really worries me
(That really worries me)
The problem is that we think
Naturally we have time but you'll find
Anything can happen
Don't take it for granted
You know
I've been missing you for ten
Thousand hours (Ten thousand hours)
I cannot let go
Ten thousand memories
(Ten thousand memories)
I've been missing you for ten
Thousand hours (Ten thousand hours) uh
I cannot let go (No)
Ten thousand memories
(Ten thousand memories yo)
Thinkin' back on some good times
We had with some bad people like
I shoulda saw she was see
Through or He was evil like
I wasted my good
Experience with these people like
Guess it was meant to be
You was teaching me life
So only half that memory's worthwhile
We had beef but at
Least there's a birth of a child
Cooled and flipped it
Reminiscing bad times
With good people's terrific
Beautifully different 'cause we still kick it
You said we can't be intimate
You said we can't go there
If this thing is going nowhere
It's so weird
Now it's cold thought I had control
Thought I took your soul
Nah I took your mind engraved my name
You told me that my mind is
Your favorite place to hang
Ten thousand hours turned to
Ten thousand bridal flowers
What was mine is ours
How many soulmates we get in this lifetime?
Right now's the right time
You the wife kind
You could search your whole life tryna find
A love as good as the time we had
We had (We had)
Every person that comes in your life
Here for a limited time
So be fair be there (Be there) uh
Always planning never manifesting
Father please help me send him this message
Always planning never manifesting
Father please help me send him this message"
1498,Navajo,Masego,"I know you see it girl
This ain't sitting real good in my soul
Everywhere this little girl goes
She pick up another obstacle
She was my heart
I don't know the tribe or the fall
But by default she don't think of me
I thought she was an indian (Navajo)
She be slangin' thangs
Like a simian (Now I know)
All my life I wanted me an indian
(There she go)
Now she's far away
But I had to know
I know you see it girl
This ain't sitting real good in my soul
Everywhere this little girl goes
She pick up another obstacle
She was my heart
I don't know the tribe or the fall
But by default she don't think of me
I thought she was an indian (Navajo)
She be slangin' thangs
Like a simian (Now I know)
All my life I wanted me an indian
(There she go)
Ooo girl lemme in
In the street
With a wedding ring
And she hit the bar
City babe are you down to cheat
He looked in her eye
Chivalry is it really dead?
He pulled out a tip? Pay up
Jumpin' right on him
Thinkin' when's it good to intervene
Then I lost her
Lost her to the world
And the girls and impostors
Entertain? I doubt it'll pay and it cost her
I ain't mad at me but it hurts
I thought she was an indian (Navajo)
Now she only worried
Bout' the benjamin's (Grab the gold)
She been lurking' in my dreams
(There she go)
I swear that eyes on me"
1499,Ready Is Always Too Late,Sinead Harnett(시네이드 하넷),"When will I get you alone?
Waitin' in this fear is impossible to me
But I'll be gentle with my tone
'Cause even if I wanted to
Where we go depends on you
It never feels like wastin' time (Wastin' time)
Lyin' here just you and I
Let's stay forever and a day
I wonder if you'll feel the same way
What if I told you this could be over?
I just can't bear to hear you say
Let's take it steady
One day you'll let me
But not 'til we're ready
But ready is always too late too late
But ready is always too late ooh hey
Maybe I'm just too blind to see yeah
Jumpin' in so deep was irresponsible of me
But what if you're all I need?
Tell me what you're goin' through
I'll be here to comfort you
It never feels like wastin' time
Sharin' secrets you and I
Let's stay forever and a day
I want you to feel the same way
What if I told you this could be over?
I just can't bear to hear you say
Let's take it steady
One day you'll let me
But not 'til we're ready
But ready is always too late too late
But ready is always too late ooh hey
We've been here all this time
(Been here all this time)
If that doesn't change your mind
Won't you tell me this is real?
Won't you let me? (Let me)
Don't say when you're ready (Ready)
That's just too late oohh
What if I told you this could be over?
I just can't bear to hear you say
Let's take it steady
One day you'll let me
But not 'til we're ready
But ready is always too late too late
Ready is always too late late"
1501,Vibrate,지소울 (GSoul),"I don't even know you but I want to
We can catch a flight up if you want to
Tonight I feel like breaking rules
'Cause I just broke up with my ex man
If you play your cards right
You'll be the next man
I just hope you know what to do
Hurry up we ain't gotta overthink it
Maybe you just call me on the weekend
I just hope you know what to do
Tell me baby
Vibrate
We can take this thing back to
My place
Baby it's harder for you
No shame
Trust me when I say I need you
All day
Make it vibrate
If you feel the way I'm feeling you babe
Don't you try to question it baby
Tell me all your stories all night long
Until the sun comes up
I wanna get closer to
Close to you
Right now
Near you
On me
We can take it home
Tell me baby
Vibrate
We can take this thing back to
My place
Baby it's harder for you
No shame
Trust me when I say I need you
All day
Make it vibrate
(Make it)
Vibrate
We can take this thing back to
My place
Baby it's harder for you
No shame (No shame)
Trust me when I say I need you (I need you)
All day
Make it vibrate"
