,노래제목,가수,가사
1997,어떻게 생각해,CHEEZE(치즈),"이른 노을지던 그 하늘 아래
가로수 길을 따라 걷던 우리들
많은 사람들과 
발끝을 부딪치며 걷고있어

아무 생각 없이 앞만 봤었고
뒤에선 누군가가 쫓아온 듯 해
이 많은 사람들은 모두 
어디로 가고 있는 걸까

어떻게 생각해
어떻게 생각해 넌
어떻게 생각해
어떻게 생각해 넌
난 늘 생각해
난 늘 생각해야 해
이제 그만 지겨워

어떻게 생각해
어떻게 생각해 넌
어떻게 생각해 
이렇게 생각해 난 
이제 그만 지겨워

그 날 넌 기억하니
예전에 우리 꿈을 나누던 
그 밤의 놀이터를
마냥 하늘만 보며 
결국 잘될 거라고 얘기했지

어떻게 생각해
어떻게 생각해 넌
어떻게 생각해
어떻게 생각해 넌
난 늘 생각해
난 늘 생각해야 해
이제 그만 지겨워

어떻게 생각해
어떻게 생각해 넌
어떻게 생각해 
이렇게 생각해 난 
이제 그만 지겨워

바보 같던 웃음의 
순수했던 날 우리가
오늘도 내일도 매일이 그리워

어떻게 생각해
어떻게 생각해 넌
어떻게 생각해
어떻게 생각해 넌
난 늘 생각해
난 늘 생각해야 해
이제 그만 지겨워

어떻게 생각해
어떻게 생각해 넌
어떻게 생각해 
이렇게 생각해 난 
이제 그만 지겨워"
1998,Blue Turns Pink,스텔라 장(Stella Jang),"모든 게 얇고 가벼워지는
봄날에 나의 숨은 무거워만 가
답답하고 끝이 안 보이는
날의 연속이지만
Look cherry blossom
Isn't it awesome
시리도록 푸르던 계절이 지나
다시 꽃을 피워
앙상함을 다 지워
봄은 사라지지 않았어
When blue turns pink
다 분홍빛으로
물들어 요즘 들어
웃을 일이 없었는데
My blue turns pink
움츠러진
우리 마음은 흩날리는
꽃잎에 다 털어버리자
When blue turns pink
My blue turns pink
밝은 햇살이 나를 비추고
마음도 화사해지는 것만 같아
기다린 만큼 아름다울걸
나는 알아
Look cherry blossom
Isn't it awesome
눈 속에 숨죽였던 순이 돋아나
다시 꽃을 피워
앙상함을 다 지워
봄은 그렇게 돌아왔어
When blue turns pink
다 분홍빛으로
물들어 요즘 들어
웃을 일이 없었는데
My blue turns pink
움츠러진
우리 마음은 흩날리는
꽃잎에 다 털어버리자
멀게만 보여도
가득 눈에 담을 날을 그려
When blue turns pink
다 분홍빛으로
물들어 요즘 들어
웃을 일이 없었는데
My blue turns pink
움츠러진
우리 마음은 흩날리는
꽃잎에 다 털어버리자
When blue turns pink
My blue turns pink
My blue turns pink
My blue turns pink"
1999,"밤의 피크닉 (Feat. Jozu, Kizzy)",정바스 (J.BASS),"날씨가 적당한듯해
그냥 보내기엔 아까운 날이야
일단 다른 약속이 잡히기 전에
Give me update
아냐 아무 날도
혼자 보내긴 좀 아쉬우니깐 나와 어때
편하게 입고 와 가볍게
이 밤 분위기에 취해
시원한 여름밤 향기에 취해
달빛이 눈에 차오르면
여기 그대로 잠들면 돼
굳이 얘기할 필요 없어
어제 말했던 노랠 틀어
모든 게 우릴 위한 이곳에서
이 밤을 나누고 싶어
옆에 있어
취해도 돼 괜찮아
혼자 두진 않아
Sharing the moon night
우리의 밤
오늘 네가 왠지 나에게 전화할 것 같아
하루 종일 핸드폰만 쳐다보다가
오랜만에 연락 온
너의 모이자는 그 말에 벌써
설레는 내 맘 들뜨게 해
이 밤 분위기에 취해
시원한 여름밤 바람에 취해
별빛이 눈에 차오르면
여기 그대로 멈춰도 돼
일부러 얘기할 필요 없어
즐겨듣는 노래를 틀어
모든 게 완벽한 이곳에서
이 밤을 나누고 싶어
옆에 있어
취해도 돼 괜찮아
혼자 두진 않아
Sharing the moon night
우리의 밤
시간이 없다는 걸 알면서
의미 없는 얘기들이 멈추질 않아
할 말이 뭐 이리도 많은지
아직도 나는 모르겠어 왜
아무 생각하지 않아도 돼
흘러가는 대로
이 밤을 나누고 싶어
옆에 있어
취해도 돼 괜찮아
혼자 두진 않아
Sharing the moon night
우리의 밤"
2000,미완성,백아(Baek A),"어젠 전화를 못 받아서 정말 미안해
설명이 긴 우리의 사이가 미웠어
마음을 줄 땐 바라는 게 아닌데
너에게서만 그게 잘 안돼
그렇게 몰래몰래 시절은 사랑으로 번졌고
사계절이 돌아도 네 유행은 안 끝나
감은 눈에도 별이 되어 선명해져간
추억은 지금 현재 진행 중
말을 할까 말까 고민하는 새 사랑은
몰래몰래 피어나
이건 미완성의 내 완전한 사랑이야
보고 싶은 밤이야 고백은 쉬지도 않던
너로 짙게 물들 시절 얘기
사랑은 몰래몰래 이름 없이 핀 들꽃처럼
제 자리를 찾아서 너의 곁을 떠나고
심술이 난 이별은 우릴 질투했나 봐
다신 못할 사랑 아픔 꿈
말을 할까 말까 고민하는 새 사랑은
몰래몰래 피어나
이건 미완성의 내 완전한 사랑이야
보고 싶은 밤이야 고백은 쉬지도 않던
나의 짙게 물들 시절 얘기
오 그대 왜 그리 먼 길을 돌아요?
한여름 열병처럼 두 볼을 달구고
푸르게 푸르게 번져만 가는
알 수 없는 사랑 진행 중
오늘도 미완성으로 남아요"
2001,somuch,죠지,"Oh my god 어떻게 우리가 만나서
얼마나 행복해 I feel real happiness
그런데 너의 표정은 가끔 시큰둥해
I don't know how to do 니가 그럴땐
있잖아 언제나 난 너의 편인걸
괜찮아 그런 건 생각하지도 마
떠올려보면 그런대로 좋았는데
Don't worry bout at all 나는 어떡해
어떤 말을 해도
풀리지 않을 것 같아
이럴 땐 어떡해야 하죠?
I don't know 머릿속이 하얗게 (white)
어떤 불안에도
내 곁에 있어줄 너에게
그저 고맙다고 얘기할래
Thank you so much Love you so much
So much
(Thank you so much)
So much
(love you so much)
So much
(really so much)
Thank you so much I Love you so much
So much
(Thank you so much)
So much
(I love you so much)
So much
(really so much)
Thank you so much I Love you so much
Thank you so much
I love you (so much)
라는 말로는 뭔가 부족해
얼마를 준대도 not for sale (how much)
세상은 요지경
So 더 beautiful
이대로 죽어도 여한 없으 when i'm with you
누가 뭐래도 신경 안 써 Only but you
이래도 안 풀림 나는 어떡해
어떤 말을 해도
풀리지 않을 것 같아
이럴 땐 어떡해야 하죠?
I don't know 머릿속이 하얗게 (white)
어떤 불안에도
내 곁에 있어줄 너에게
그저 고맙다고 얘기할래
Thank you so much Love you so much
So much
(Thank you so much)
So much
(love you so much)
So much
(really so much)
Thank you so much I Love you so much
So much
(Thank you so much)
So much
(I love you so much)
So much
(really so much)
Thank you so much I Love you so much
Thank you so much
Much"
2002,너란밤,homezone,"아침이 밝아오고 넌
내 옆에서 편히 자고있어
혹시나 알고있을까 난
선잠으로 널 바라봤었어
지난 밤 우리 나눴던 대화에
시간이 가는줄 몰랐어
해가 저물고 그 자릴 메꾼 별들
그 아래 너를 다시 볼 수 있게
밤이 왔으면 좋겠어 난
까만 세상 you're the bright light
밤이 왔으면 좋겠어 널
껴안고서 더 깊이 파고들래
선물을 기다리는 어린아이 처럼
한 숨도 못 잤어
알고있을까 내겐 햇빛보다
밤하늘이 더 빛나보이는 걸
밤이 왔으면 좋겠어 난
까만 세상 you're the bright light
밤이 왔으면 좋겠어 널
껴안고서 더 깊이 파고들래"
2003,오래,정아로CONNECT 아티스트,"나의 작고 낡은 맘에
네가 들어왔었고
 
먼지 쌓인 마음의 창문을
활짝 열어주었지
 
매일 같이 햇살 같은
너를 맞이해 보니
 
나도 너에게 기댈 곳이
돼주고 싶었어
 
언제부턴가 멀어진 맘엔
둘보다 혼자인 게 편해 보였고
기다려도 오지 않는 널 보면서
담담하게
 
고마웠어
사랑에게 모두 주고 싶던
설명하지 못할 만큼 커다란 기쁨이던
너란 사람 만났단 것만으로도
나 행복하고 또 감사할게
오래
 
사랑받기만 한 자리엔
항상 내가 있었고
 
주는 법이 서툴러서
너를 외롭게 했어
 
비가 오면 자연스레
내 우산이 돼주던
 
그런 너에게도 기댈 곳이
필요했겠지
 
언제부턴가 멀어진 맘엔
기대하지 않는 게 익숙해졌고
더 해줄 수 있는 게 없단 말 끝으로
담담하게
 
고마웠어
사랑에게 모두 주고 싶던
설명하지 못할 만큼 커다란 기쁨이던
너란 사람 만났단 것만으로도
나 행복하고 또 감사할게
오래
 
라라라 라라라 라라라
오래 오래 기억할게
라라라 라라라
음 담담하게
 
고마웠어
사랑이라 부를 수 있었고
끝을 모르고 시작했던 그때의 무모함도
이제 모두 추억이 된 지금에도
나 잊지 않고 또 감사할게
오래"
2004,babyblue,그래쓰(GRASS)CONNECT 아티스트,"In my dreams underneath the stars
Are letters in my heart
Saying maybe it's true
That baby you will turn to baby blue
Falling just like oooh
Take it slow feel it in our bones
And by the end we'll know
That we were never dreaming
In good time
The white inside our eyes
Will turn to baby blue
La La La La La La
La La La La La
La La La La La La
La La La La La
With nothing more to say
These words will never change
For you for you I will stay
I will stay
Can't you see
You're the one who sees
Me for who I am
Will you be the answer
All this time trying to make you mine
Falling just like oooh
La La La La La La
La La La La La
La La La La La La
La La La La La
With nothing more to say
These words will never change
For you for you
La La La La La La
La La La La La
La La La La La La
La La La La La
With nothing more to say
These words will never change
For you for you I will stay
La La La La La La
La La La La La
La La La La La La
La La La La La
With nothing more to say
These words will never change
For you for you
La La La La La La
La La La La La
La La La La La La
La La La La La
With nothing more to say
These words will never change
For you for you I will stay
I will stay"
2005,Nighty Night,진동욱CONNECT 아티스트,"No one ever ask me how am I doing
Feels I'm the only one in pain
Lies glows in the dark
Wherever you sleep
I'm still scared of night without you babe
Blaming all the stars who might have died
Maybe several million years ago
Barking out your name
To remember
The feelings that I might have left inside
I miss
Blue soap made bubbles upon your face
The smile that breaks the air
Skirt that I bought you
These things never fades
Like a tattoo in my arms
Seems the sun is rising
Nighty night
Dreams seems better
Then reality
Perhaps its only way to see you again
Lies glows in the dark
Whenever I sleep
Will you snooze alarms I know you will
I miss
Lazy eyes you had on the weekend
The scenes I woke you up
Drinks that made us high
These things never fades
Like a password of your house
Seems I love you still or am I lying
I miss
Blue soap made bubbles upon your face
The smile that breaks the air
Skirt that bought you
These things never fades
Like a tattoo in my arms
Seems the sun is rising
Nighty night"
2006,가을맘,참솜(Chamsom)CONNECT 아티스트,"단풍이 피고 마음은 붉고
모든건 가을맘이지
내 앞에 너도 가을맘인지
말갛게 웃어보이네
담지 못한 그 날들
기억할 이 순간들
그때와 지금의 맘들 모두다
내 눈빛 하나 하나 하나
그 숨결 모두 모두 모두
점점 물들어
가을 그 날의 한가운데서
내 손짓 하나 하나 하나
이 느낌 모두 모두 모두
점점 붉어져
가을 그 맘의 한가운데서
담지 못한 그 날들
기억할 이 순간들
그때와 지금의 맘들 모두다
내 눈빛 하나 하나 하나
그 숨결 모두 모두 모두
점점 물들어
가을 그 날의 한가운데서
내 손짓 하나 하나 하나
이 느낌 모두 모두 모두
점점 붉어져
가을 그 맘의 한가운데서
낙엽이 지고 두 볼은 붉고
모든 건 가을맘이지
네 앞에 나도 가을맘인지
할 말은 사라져가네"
2007,가을 타나 봐,이무진,"계절은 돌고 돌아 돌아오는데
사랑은 돌고 돌아 떠나버리고
추억을 돌고 돌아 멈춰 서있는
다시 그 계절이 왔나 봐
나 가을 타나 봐
니가 그리워진 이 밤 나 혼자 널 기다리나 봐
나 가을 타나 봐
니가 불어오는 이 밤 나 혼자서 가을 타나 봐
Baby I'm lonely lonely lonely lonely
추억은 Falling falling falling falling
아무리 멀리멀리 떠나보내도 돌아오는 난
가을 타나 봐
내 곁을 스쳐 가는 많은 사람들
뭘 해도 채워지지 않는 시간들
아무리 잊어봐도 짙어져 가는
외로운 계절이 왔나 봐
나 가을 타나 봐
니가 그리워진 이 밤 나 혼자 널 기다리나 봐
나 가을 타나 봐
니가 불어오는 이 밤 나 혼자서 가을 타나 봐
Baby I'm lonely lonely lonely lonely
추억은 Falling falling falling falling
아무리 멀리멀리 떠나보내도 돌아오는 난
가을 타나 봐
You're always breathing in my mind
가슴 한구석이 시려와
Baby I'm missing you every night
니가 그리워
나 외로웠나 봐
니가 없는 이 거리에 나 혼자 널 서성이나 봐
참 보고 싶나 봐
너를 보내놓고 아직 나 혼자 널 사랑하나 봐
아직인가 봐 사랑하나 봐
니가 날 떠나가던 시린 이 계절이 돌아오면
가을 타나 봐
그리운가 봐
가을 타나 봐"
