,노래제목,가수,가사
678,April Winds,Joe Brooks(조 브룩스),"Did you ever think the sun could turn cold
Do you ever miss the freedom 
of the sand between your toes
I was standing at your way

Put a kighton to the air
Should you ever feel alone

Meet me in the April winds
Meet me when the sun goes down
When your smile is wearing thin
And your heart has all but hit the ground
There is happiness at the end of this string
So bring the ocean as i bring the April winds

I never meant to let go of your hands
It's hard to face the
So trust me when I say
All the parts of us will change
The storms they hit so hard
But the heart of us remains

Meet me in the April winds
Meet me when the sun goes down
When your smile is wearing thin
And your heart has all but hit the ground
There is are promises at the end of this string
So bring your ocean now as i bring the April winds

And I will hold you wrapped inside my fingers
Even though you may not feel their tenderness
I'll stand my ground should you ever come down
I will be to raise you up again
I will be waiting in the April winds"
679,To Love a Boy,Maya Hawke,"I want to love a boy
The way I love the ocean
Wish I was not afraid
Of all I have that's broken
I know I must behave
To contain all my emotion

But I want to love a boy
The way I love the ocean

Like a hidden cave
I am always open
I hold the space you made
I'm empty but still hoping
I have a feeling
A terrible fear encroaching

That I'll never love a boy
The way I love the ocean

I ask why
It's better to speak than it is to die
One more try
It's better to laugh than it is to lie

I thought I had a man
Someone who could hold me
But nobody can
I wish someone had told me
I was born yesterday
And I'm still wet, still soaking
And I want to love a boy
The way I love the ocean

The way I love the ocean
The way I love the ocean"
680,good things,Zachary Knowles,"Used to be the only thing you would miss
Now you act like I don't exist
You wouldn't think that we could go on like this
For much longer

Tell me what do you think of it
Cause right now you seem sick of this
It's not so hard to spot the difference
In the air when I'm not there

Good things come and go
That's why you keep going
Try to keep you close
You make it look so

Easy like the words I speak
Just fall in silence
I've made peace with knowing that
There's no more use in trying
So I guess

Good things come and go
That's why you keep going
Good things come and go

I've been hoping you could see through the noise
That I could hear it in the sound of your voice
But you've been gone and not givin' me a choice
Way too often

I know it's hard breaking habits
But please don't waste what we have yet
Don't say you've lost what you haven't
Cause I'm right here

Good things come and go
That's why you keep goin'
Try to keep you close
You make it look so

Easy like the words I speak
Just fall in silence
I've made peace with knowing that
There's no more use in trying
So I guess

Good things come and go
That's why you keep going
Good things come and go"
685,Double Down,Dave Thomas Junior(데이브 토마스 주니어),"I said I would quit while
I'm a whisper ahead
But all of a sudden I'm a gambling man
Sometimes it's like it's all against us
This world is a rigged lottery
But you know I can't help
But double down on you and me
Now reason and making sense
So meaningless
I'm looking for reasons to be careless
And I can't say that you didn't warn me
But somehow that don't mean a thing
You know I can't help
But double down on you and me
How can I say heaven help me
It's not something that I believe
But you know I can't help
But double down on you and me
All we lost
Stacking up
But I'm not giving up on us
Losing track
Of the cost
But I'm not giving up on us
All we had
All we lost
But I'm not giving up on us
All we had
All we lost
But I'm not giving up on us"
686,Margaux,Matilda Mann,"Another day another room
With nothing new to say
But pretty eyes to match the sky
And softness in her face
She can't decide and never cries
I think it's just her style
Margaux stay a little while

Countless hours spent outside
To waste her time away
And over bearing endless staring
Into out of space
I can't recall the time before
I felt so out of place
Margaux left without a trace

Sunday mornings
Are quieter these days
And when do I
Get back the time we wasted
We both know
There's no one else to blame
Margaux left and nothing felt the same

Another meal in silence
And I don't know what to make
My room is still a mess
And my hair is just the same
I contemplate and wait for something
Just to make me move
Margaux said I'd never loose

Sunday mornings
Are quieter these days
And when do I
Get back the time we wasted
We both know
There's no one else to blame
Margaux left and nothing felt
Margaux left it's for the best
Margaux left and everything has changed"
687,brokenhearted (sunset),joan,"How can I
Hit rewind
So I could find
A single reason why
You would leave
With no goodbye
No apology
A future left behind?
Three years of my life just gone, and
I can't seem to find the moment
You realized I'm not the one, and
Walked right out the doorway
We were good until we weren't
Now I'm face down in our apartment
Wondering why you'd ever wanna leave me
Brokenhearted
All I knew
Was life with you
Did someone new
Come and change your mind?
I can't believe
I could be so blind
How could I not see
The light leaving your eyes?
Three years of my life just gone, and
I can't seem to find the moment
You realized I'm not the one, and
Walked right out the doorway
We were good until we weren't
Now I'm face down in our apartment
Wondering why you'd ever wanna leave me
Brokenhearted
Mmm, yeah, mmm, mmm
Mmm, mmm, yeah, yeah
Three years of my life just gone, and
I can't seem to find the moment
You realized I'm not the one, and
Walked right out the doorway
We were good until we weren't
Now I'm face down in our apartment
Wondering why you'd ever wanna leave me
Wondering why you'd ever wanna leave me
btokenhearted...
wondering why you'd ever wanna leave me..
mmm...brokenhearted..."
689,Yesterdays,Mark Diamond,"I know there's something I should say
But I searched for clever words
and they never came
So please don't look at me that way
Like we're tied to the tracks
And the train is on its way
So don't you worry
I'll be here
When the lights burn out
Maybe then we'll see things clear
I know where we're going
Our separate ways
And I'd freeze this moment
To keep us the same
If somehow I find us
A better way
Would you come live with me
In our yesterdays
Come live with me in our yesterdays
I know there's something I should do
But I can't think straight
When my thoughts lead back to you
Were we happiest in the days we left behind
When love was a fight
And time was never on our side
So don't you worry
I'll right here
When the lights burn out
Maybe then we'll see things clear
I know where we're going
Our separate ways
And I'd freeze this moment
To keep us the same
If somehow I find us
A better way
Would you come live with me
In our yesterdays
Come live with me in our yesterdays
Come live with me in our yesterdays
Come live with me in our yesterdays"
692,Fish,Billie Marten(빌리 마틴),"It's a small thing
I guess that I like a lot
Power to live without pain or thought
Big house on the hill where I lay my head
Bum bum ba da dum da da da da dum
Bum bum ba da dum da da da da dum
Mmm mmm mmm
Honestly floating it's all good to me
I feel quite innocuously being peacefully
I like the water
I like the sea
I like the way it used to be
Bum bum ba da dum da da da da dum
Bum bum ba da dum da da da da dum
Mmm mmm mmm
Mmm mmm mmm
Come
So come
Like a fish"
695,Heartbreak,Us The Duo(어스 더 듀오),"A thousand pictures here to tear
To throw them out just don't seem fair
Can I hold on a little longer?
Can I hold on a little longer?

A book of stories left to share
To make you laugh but you won't care
Who am I suppose to tell now?
Who am I suppose to tell now?

Heartbreak
Cold heartbreak
Go away from here
Heartbreak
Cold heartbreak
Go away from here

A song that's never to be played
Forever strung around your name
The first chords bring me sadness
The first chords make me cry

A truck of sweaters to return
And twenty greeting cards to burn
I might just keep a few
I might just keep a few

Ooooo
Heartbreak
Cold heartbreak
Go away from here
Heartbreak
Cold heartbreak
Go away from here

Oooooo
Let the tears fall down
Oooooo
Let the tears fall down

Heartbreak
Cold heartbreak
Go away from here
Heartbreak
Cold heartbreak
Go away from here

Let the tears fall down 
Let the tears fall down 
Let the tears fall down 
Let the tears fall down 

Let the tears fall down 
Let the tears fall down 
Let the tears fall down 
Let the tears fall down"
696,Like Everybody Else (Acoustic),Lennon Stella(레논 스텔라),"Run fast
Run away
Run straight into the loneliness
It isn't only home I miss
Like the night all my friends got together
Heard about it afterwards
Didn't think was gonna hurt so much
Why if I am doing so well
Did I build a wall between me and the world?
Been drilled in my head forever
Be better
Turns out I'm just like everybody else
Don't even go near a mirror
It'll kill ya
Trust me you don't wanna see yourself
Fuck the noise
It's too late
It's the choices
Now I don't even wanna be someone
What made me think I was special
I'm not special
Turns out I'm like everybody else
That's nice
Champagne
What a shame it doesn't work on me
So don't go wasting your money
Everybody in this room is too hard too pretty
I'm tired
I just wanna be nobody
Been drilled in my head forever
Be better
Turns out I'm just like everybody else
Don't even go near a mirror
It'll kill ya
Trust me you don't wanna see yourself
Fuck the noise
It's too late
It's the choices (Oh)
Now I don't even wanna be someone
What made me think I was special
I'm not special
Turns out I'm like everybody else
What made me think I was special
I'm not special
Turns out I'm like everybody else"
697,The Ride,Mark Diamond,"The Ride
By Mark Diamond


After my show 
I think I’ll pull an all nighter
5am with my friends
In the back of a diner 
Finally understand 
What petty meant about the vampires
I could smell the smoke
Now I see the fire 

So let me off
Off the ride 
‘Cause I have had enough
For one or two lifetimes
Let me off
Off the ride
No it’s not the thrill 
I thought that I would find 
Oh we’re all just trying to make it out alive

I don’t mind 
living outta no suitcase 
Singing alone 
selling my heartbreak
At least right here I’m living my way 
And all the rest I’ll gladly leave behind

So let me off
Off the ride 
‘Cause I have had enough
For one or two lifetimes
Let me off
Off the ride
No it’s not the thrill 
I thought that I would find 
Oh we’re all just trying to make it out alive

We’re all just trying to make it
We’re all just trying to make it out
We’re all just trying to make it out alive
We’re all just trying to make it
We’re all just trying to make it out
We’re all just trying to make it out alive

Let me off
Off the ride 
‘Cause I've had enough
For one or two lifetimes
Let me off
Off the ride
No it’s not the thrill 
I thought that I would find 
Oh we’re all just trying to make it out alive
I’m just trying to make it out on time"
699,심해,신지훈,"너와 함께 걷는 길 위에
밤이 내려오면
우리 이제 잡았던 손을 놓아요
어렵게 인사를 건네고
돌아선 걸음은
잊었던 외로움으로 날 이끌어요
너가 나를
사랑해 주는 만큼
나는 날 좋아하지 않는 거 같아
그래서 너에게 숨게 돼
내 맘속에 고여있는 슬픔을
너와의 시간으로 보이지 않게 덮어버리네
밤이 오면 그 깊은 바다에 빠진 채
더욱더 모질게 나의 쓸모를 찾네
오랜 시간 동안 익숙해진 혼자란 생각은
어쩌면 그저 버릇인지 몰라
너가 나를
사랑해 주는 만큼
나는 날 좋아하지 않는 것 같아
그래서 너에게 숨게 돼
내 맘속에 고여있는 슬픔을
너와의 시간으로 보이지 않게 덮어버리네
밤이 오면 그 깊은 바다에 빠진 채
더욱더 모질게 나의 쓸모를 찾네
깊고 깊은 심해 속으로 잠기는 날
그 언제나 안아줘
내 맘속에
가다듬지 못한 모서리는
나를 향해 있어"
700,독립,버둥,"그 누구도 내 집 같지 않았어
항상 떠날 수 있는 배낭을 들고
멀뚱멀뚱 서서 같은 곳을 맴돌며
씻고 나온 너를 멋쩍게 만들어

바보 같이 당신만의 내가 될까
두려웠어 집에 가는 길에도
지금의 모습이 앞으로 당신이 
나에게 할 행동의 좌표가 될까

떠날 때가 되었구나 하고 
생각하면 너도 그 쯤 슬퍼져
난 좀 더 울고 넌 좀 더 웃고 
넌 좀 더 울고, 난 좀 더 웃고


그 누구도 내 집 같지 않았어
항상 떠날 수 있는 배낭을 들고
칫솔과 치약은 가방에 넣고서
그 동안 고마웠어 말할 눈치를 보네
바보같이 집 없는 내가 될까 
두려웠어 집에 가는 길에도
지금의 고민이 앞으로 나에게 
눈물 없는 미래를 보장해준다면
의심하게 되었네 또 그렇게 
생각하면 너도 그 쯤 쩔쩔매
난 좀 더 울고 넌 좀 더 웃고
넌 좀 더 울고, 난 좀 더 웃고"
701,Somehow,오존(O3ohn)CONNECT 아티스트,"I was in a cave when that worry keeps turn back
Was in the dark when I'm dueling with fire
How many thoughts would it take to be rounded?
Oh my darker times
Hold on my memories
I need your lullaby
Sing about your blind side
I breathe out all of my sighs
Somehow I'll see them float
You reached out all of my nights
Someday we'll see how they bloom
If it wasn't your voice
I would never be on time
Then I broke all my rules
Will you lead me to other sides?"
