,노래제목,가수,가사
648,Just Do It (feat. Emmi),Houses On The Hill,"Don't need someone to save me no
And don't come running to blame me mm
From miles away  i can tell that something's off
The way you look and how you pause
When you talk
I think you've said enough
You said your love for me is something
Brand new
You said this is something you would never do
Here we are in your car
Let me see who you are
Who you really are yeah
Don't need you here to say
You're sorry 'cause if
You're gonna leave me then just do it don't
Take it slow don't be gentle
No I just gotta know
If you're gonna leave me then just do it
Ooh ooh
Ooh ooh yeah
Ooh ooh
Ooh ooh yeah
Let's be honest for a second yeah
You'll be in over your head babe
'Cause there is no one other than me
That can make you feel
The way you feel when I hold you
I think I've said enough
You said your love for me is something
Brand new
You said this is something you would never do
Here we are in your car
Let me see who you are
Who you really are yeah
Don't need you here to say you're sorry
'Cause if
You're gonna leave me then just do it don't
Take it slow don't be gentle
No I just gotta know
If you're gonna leave me then just do it
Ooh ooh
Ooh ooh yeah
Just do it
Ooh ooh
Ooh ooh yeah
Don't need you here to say you're sorry
'Cause if
You're gonna leave me then just do it don't
Take it slow don't be gentle
No I just gotta know
If you're gonna leave me then just do it"
655,Plaza Avenue,Ardhito Pramono,"Don't put me into your lovely day
'Cause I don't belong to you
I put this melody from my guitar
But still I will remember you
Taught me all the love and game
At the plaza avenue
Share all the memories of you and me
But still I will remember you
The smell of your lovely
Taking me back to you
Please tell me something new
I write the song for two
If only that I'd knew
You're too good to be true
And all the love starting to bloom
The smell of your lovely
Taking me back to you
Please tell me something new
I write the song for two
If only that I'd knew
You're too good to be true
And all the love starting to bloom
If I could have that every time
I'd choose to be with you
We will be family
Just you and me
And still I will remember you
We will be family
Just wait and see
My heart will be loving you"
656,Coffee Cup (Chill Edit),Anthony Lazaro,"...*

I don't wanna be lonely
When winter is freezing
And trees start to bald

And I don't wanna be sitting
Alone in a room
that's just filled with my soul

So I came to this place
Looking for a familiar face
And that's when I saw you

Cause you don't know me and I don't know you
but it breaks my heart you looking so blue
On the last of the year

I've just peeked your name on the coffee cup
what a stroke of luck the guy just messed up
and gave your cup to me

So we're swapping our cups
and after a while
We're swapping a glance

And I can think nothing better
than starting the year with a drop of romance

Cause I came to this place
Looking for a familiar face
And that's when I met you

Cause you don't know me and I don't know you
but it breaks my heart you looking so blue
On the first of the year

I've just peeked your name on the coffee cup
what a stroke of luck the guy just messed up
and gave your cup to me

A dark cappuccino is what made us meet
The way you came toward me dragging you feet
And I just smiled at you

...*"
658,"일상다반사 (Feat. OLNL, BIG Naughty (서동현))",Cosmic Boy,"쓸데없는 생각들만 나는 가득해
답이 없는 결론은 나를 가두네
하루 종일 이러고 있어 일상다반사야
나쁜 생각들이나 의견은 다 반사야 야 야
그러니까 얘가 또 왜 이러나 싶을 때
내버려 둬 쌓인 카톡은 670개
비스무리한 하루같아
나도 똑같은 사람 똑같은 생각 중이야
일상다반사야 나의 하루가
내 하루가
이런 생각 중이야
넌 어떻게 지내 어떻게 지내
YEAH
습관이 가득 찬 나의
하루 O O
하루 O O O
하루 O O
나의 하루
하루 O O oO
일상으로 가득 찬 내 하루가 제일 바뻐
넌 연락도 말어
날 가만히 납둬
혼자 같은 하루가
맘 편하고 난 너가 필요하고
넌 이런 날 바꿔줘
습관이 가득 찬 나의
하루 O O
하루 O O O
하루 O O
나의 하루
하루 O O oO
아침에 일어나 보니까
아침해 떠있다 아뿔싸
늦었다 꿈인가 아닌가
이불과 하늘과 엄마의
소리가 겨우 날 깨운다
아들아
겨우겨우 일어나서 차 올라타
눈 감았다 떴는데 왜 벌써 학교야
너무나 너무나 빠르게 흘러가는
세계 시간 속에서 내껀 나무야
천천히 흘러가 겨우
겨우겨우 친구들의 박자에
난 다시 올라타
어제도 그제도 그랬듯
점심에는 떡이 나오겠지
급식보다는 맛있는 매점빵으로
끼니를 때우겠지
일상다반사 나쁜 일들은 싹 다 반사
일상다반사 나쁜 일들은 걍 나 안사
나의 하루 O O 나의 하루 O O
나의 하루 O O 나의 하루 O O
일상으로 가득 찬
내 하루가 제일 바뻐
넌 연락도 말어
날 가만히 납둬
혼자 같은 하루가
맘 편하고 난 너가 필요하고
넌 이런 날 바꿔줘
하루 O O
하루 O O O
하루 O O
나의 하루
하루 O O oO"
659,CALL ME BACK (feat. BE'O (비오)),Rad Museum,"밤에만 보던 사이 ayy
낮에 좀 보자 ma babe
전화 좀 받아 빨리 ayy
지금 바로 ayy
Call me back 일어나자마자 call me back
Call me back 이거 듣자마자 call me back
Oh my babe 밤새 뭘 한 거야 나 몰래
Call me back 낮에 떠날 거야 남 몰래
Call me back 일어나자마자 call me back
Call me back 이거 듣자마자 call me back
Oh my babe 밤새 뭘 한 거야 나 몰래
Call me back, call me
Call me back, call me
Baby call me back
Please call me
넌 이 시간에 뭘 하길래
아직도 내 전화를 안 받니
매일 고민해 너에 대해
Why 늘 밤에만 만나왔을까
낮에는 어떨까 낮에는 어떤 여자일까 넌
바다에서는 어떨까 girl
해지기 전에 빨리
Call me back 일어나자마자 call me back
Call me back 이거 듣자마자 call me back
Oh my babe 밤새 뭘 한 거야 나 몰래
Call me back 낮에 떠날 거야 남 몰래
Call me back 일어나자마자 call me back
Call me back 이거 듣자마자 call me back
Oh my babe 밤새 뭘 한 거야 나 몰래
Call me back, call me
Call me back, call me
H h h
들려 목소리 들려
말해봐 어서 나긋하게 불러봐
내 이름 석 자든 자기나 baby든
밤에 갈게란 말에 설렜는데
이제 왜 낮에 카페를 원해
너랑 통화할 때 기침도 음소거 하고 해 난
쿨하게 할래도 안되나 봐
그게 내 매력 이랬는데 참
눈치를 안 챘으면 하지
Happy Happy 너는 화장도 안 하면서
내 아픈 기억엔 쉐딩
그래도 많이는 아니야 오해 마
여보세요 어디야
Ok 10분만
Call me back 일어나자마자 call me back
Call me back 이거 듣자마자 call me back
Oh my babe 밤새 뭘 한 거야 나 몰래
Call me back 낮에 떠날 거야 남 몰래
Call me back 일어나자마자 call me back
Call me back 이거 듣자마자 call me back
Oh my babe 밤새 뭘 한 거야 나 몰래
Call me back, call me
Call me back, call me
Vacation vacation 노래를 불러
가자 놀러 볼륨 올려
Frank Ocean Frank Ocean
앨범을 틀어 그중에 sweet life yeah
그저 미친 듯 매일 밤에 나가던 내가 이제는
정말 지친듯해 이 도시 밖으로 떠날래 babe huh
Damn, hot body woo
아까 전부터 난 낮술 적시는 중
태닝 크림 잔뜩 바른 후 햇빛에 구움
저 바다 색깔 닮은 눈 갖는 게 꿈
그런 너를 pick up
Damn, hot body woo
아까 전부터 난 낮술 적시는 중
태닝 크림 잔뜩 바른 후 햇빛에 구움
저 바다 색깔 닮은 눈 갖는 게 꿈
그런 너를 pick up
Check your phone
난 정확히 열 번 걸었을걸 아마도
Please call me back
파라솔 그늘 아래 누워서
낮의 대화를 나누고 싶어
Call me back"
660,불편해 (Feat. Gist),릴러말즈 (Leellamarz),"어제 넌 내가 좋다고 말했어
오늘은 내가 너무 밉다고 했고
내일은 사랑한다 말할 거래
그다음은 어떡할 건데
이제는 모르겠어
무너지기 싫어하는
난 무너졌어 이미
복잡해진 머리
진통제는 또 너야
좋아한단 말은 쉽지
그 말을 들은 난 어떻겠니
어제 넌 내가 좋다고 말했어
오늘은 내가 너무 밉다고 했고
내일은 사랑한다 말할 거래
그다음은 어떡할 건데
이제는 모르겠어
왜 내 마음이 불편해
흔들고 간 너는 속 편해 보여
만나면 날 달래
넌 말하지 착하네 Boy
하지마 그런 얘기
널 믿을까 Again
우리 진짜 어떡해
별생각 없다 번쩍해
눈 뜨기엔 내 눈 속에는 별이 가득해
Phone 속에 도대체 그 남자애는 누군데
나도 싫어 서로 질척거리는 거 정말 질색이야
슬슬 이젠 이것도 지겨워 너가 미워 Woah
넌 무슨 생각 하니
나쁜 생각이면 멈춰주겠니
아무것도 하지 않았잖니 우린 아직
아쉬운 게 너나 내가 아니잖아
다 컸다며 서로 불편하게는 하지마
Oh baby 어제 넌 내가 좋다고 말했어
오늘은 내가 너무 밉다고 했고
내일은 사랑한다 말할 거래
그다음은 어떡할 건데
이제는 모르겠어
Oh baby don't play with me
Oh baby don't play with me
Oh baby don't play with me
Oh baby don't play with me
Oh baby don't play with me
Oh baby don't play with me
Oh baby don't play with me
Oh baby don't play with me"
661,mistakes,Rakon,"너무 아름다운 꿈은 놓았으면 좋았겠어
외로웠던 밤엔 그냥 누웠으면 좋았겠어
술이나 좀 못 했으면 좋았을 걸
덜 쏟았을 텐데
mistakes that's what I just made
mistakes that's what I just made I made mistakes
말이라도 못 했으면 좋았을까
그치 덜 쏟았을 텐데
그래야만 했던 날들을 보내고
이렇게라도 해야 할 날들을 맞이하는 건
어느새 먼지 쌓인 우리 처음을 꺼내서
그저 간직하기 위해서야
가끔 너무 따듯한 품은 막 식어갈 쯤에야
따듯했던 줄 알더라 바보 같지
흘렸던 말은 다 기대를 안고 가
실수가 돼 미안해 미안해
몰랐던 게 아닌데 아무것도 몰랐네
참 좋았던 날인데 나에게 내가 속았네
시계는 돌아가고 나는 돌아보네
돌아갈 수 없으니 나 돌아볼게
mistakes that's what I just made
mistakes that's what I just made I made mistakes
말이라도 못 했으면 좋았을까
그치 덜 쏟았을 텐데"
662,잠수이별 (Prod. 코드 쿤스트),우원재,"Wake up in the morning
원래 와야 할 문자가 저 어디
다른 데로 갔나 봐 저 멀리
난 찾는 중이야 넌 월리
난 경찰이고 넌 범인
추격전을 벌였어 길거리
너에게는 항상 난 뒷전이지
날 무슨 납치범 보듯이 해
Turn on your phone 어딨어
하루 종일 넌 비행기 모드
여권 없이 넌 떠 있어
온갖 드라마가 머릿속에
안 사라지는 1
손에 안 잡히는 일들
난 더 삐뚤
어져 더 더 하게돼 니가 질색 팔색 싫어하던 짓들
난 공중에 떠 있을래
백번 말해왔지 우리 사이에 대해
매일 아침 Twenty six의 Calling
안 받아 난 너의 전화는
방해하지 마 너와 내 사이 공백으로 가득 차
Please I'm sick of it Sick of it
I don't want to talk anymore
Please I'm sick of it Sick of it
You'll never take my heart
Please I'm sick of it Sick of it
I don't want to talk anymore
Please I'm sick of it Sick of it
You'll never take my heart
Where u at now
언제쯤 수영이 끝나
Where u at now
언제쯤 비행이 끝나
Where u at now
언제쯤 수영이 끝나
Where u at now
언제쯤 비행이 끝나
팔 벌리고 허수아비처럼
널 기다려 멍청이처럼
진동이 울리면 확인해 번호
근데 허경영 Oh no
계속 뱉어 연기
너무 뿌연 바다 속이지
이 줄 끝엔 너가 보이지
난 자꾸만 나를 속이지
나는 나를 속여가며 말해 무슨 사정이 있겠지
폰을 잃어버렸거나 숙취가 있겠지
하루 종일 울었거나 늦잠이겠지
내가 유난 떠는 거겠지
너는 동굴 속에 살어
난 내 입을 벽에 박어
그 벽 너머에는 바다
이제 그만 전활 받어
우리 헤어진 사이로
난 더 깊이 내려가 너의 집착이
내 시야를 방해하기만 하니까
너 그만해 이제 네가 남긴 잔해들로 떠다니는
이 방안에 난 더 잠수해 있을래
Please I'm sick of it Sick of it
I don't want to talk anymore
Please I'm sick of it Sick of it
You'll never take my heart
Please I'm sick of it Sick of it
I don't want to talk anymore
Please I'm sick of it Sick of it
You'll never take my heart
Where u at now
언제쯤 수영이 끝나
Where u at now
언제쯤 비행이 끝나
Where u at now
언제쯤 수영이 끝나
Where u at now
언제쯤 비행이 끝나
Where u at now
언제쯤 수영이 끝나
Where u at now
언제쯤 비행이 끝나
Where u at now
언제쯤 수영이 끝나
Where u at now
언제쯤 비행이 끝나
난 아직 안 됐어 헤어질 준비가
바다로 떠난 네 비행기는 어디쯤일까
널 더 좋아하는 내가 죄인이지 그래
24시간 폰이 내 손에
잠수이별 이게 니 노래
잠수이별 이제 됐어
난 아직 안 됐어 헤어질 준비가
바다로 떠난 네 비행기는 어디쯤일까
널 더 좋아하는 내가 죄인이지 그래
24시간 폰이 내 손에
잠수이별 이게 니 노래
잠수이별 그만 됐어 이젠"
663,"심호흡 (feat. chan, Hash Swan)",Jayci yucca(제이씨 유카)CONNECT 아티스트,"Like Someone in Love
But 다투게 된 건
어쩌면 우리의 성격 탓일까
서로의 단점을 찾으며 상처를 주니깐
정말 우리 서로 싸우고 만 싶어 할 때
그 순간
화난 얼굴로 날 쳐다보는 널 바라볼 때
가끔 난
이유 모르게 화가 풀리고 웃음이 날까
다 사랑인가 봐
이건 혹시 나 때문인가
그것도 아님 너 때문일까
탓하기엔 우린 왜
안 보고는 못 사는데
우리 말이 안 통할 때면
심호흡 두 번 해 여유를 갖자
우리가 거짓 없이 웃어넘길 수 있게
너도 너대로 느끼겠지만
우린 가끔씩 대화가 안돼
숨 막히는 침묵이 대신하지
못된 사람 안 되려는 계산과 함께
Um
그냥 떠나버릴까 멀리
내일 또 불 거면서
잘도 그런 속 편한 소릴 해
우린 여전히 서있지
이건 아니잖아 처음이
심호흡하고 돌아가볼까
나 이래서 내가
안싸우려 하잖아 우릴 위해줘 제발
서로가 몰랐던 그때가 더 나을까 하면
그건 또 아니잖아 안 속아
우리는 원하는 거야
서로가 원하는 만큼
결국 누구의 탓인가를 정하는 다툼
그 결과는 한숨뿐
우리 여유를 갖고 더 많은 하품을
이건 혹시 나 때문인가
그것도 아님 너 때문일까
탓하기엔 우린 왜
안 보고는 못 사는데
우리 말이 안 통할 때면
심호흡 두 번 해 여유를 갖자
우리가 거짓 없이 웃어넘길 수 있게
우린 왜
안 보고는 못 사는데
우리 말이 안 통할 때면
심호흡 두 번 해 여유를 갖자
우리가 거짓 없이 웃어넘길 수 있게"
664,Porto girl,그래쓰(GRASS)CONNECT 아티스트,"Daylight follows my shadows on the way
Walking down a yellow trem along the way
Droppin' by the brown tiled cafe
Takin' out some coffee with added milk
Settle down at riverside
Humming my favorite tune
You don't know babe
I wanna know I wanna go if I wanna know
Every part of my world to
Make you feel my love
Let you know every piece of me
Sun fades with the gold sky
Like the egg tart we used to share
Everything that I like babe
Are the thing that you like babe
Can we talk babe until we see the sunrise
Sitting on the bridge with the river view
Tell me things that you like babe
Oh everything you like babe
Starry night we're walking down the avenue
Stranger with guitar playing songs
That we both like
Shall we have a dance now?
I know this cannot last forevermore
But for now
Can we just love the moment we are in
Woo woo woo woo
I wanna know I wanna go if I wanna know
Every part of my world to
Make you feel my love
Let you know every piece of me
Sun fades with the gold sky
Like the egg tart we used to share
Everything that I like babe
Are the thing that you like babe
Can we talk babe until we see the sunrise
Sitting on the bridge with the river view
Tell me things that you like babe
Oh everything you like babe
Sun fades with the gold sky
Like the egg tart we used to share
Everything that I like babe
Are the thing that you like babe
Can we talk babe until we see the sunrise
Sitting on the bridge with the river view
Tell me things that you like babe
Oh everything you like babe"
665,Lonely Night (feat. ELO) (GRAY Remix),사이먼 도미닉,"oh oh lonely night
생각에 잠기네
애타는 마음은 눈물만 삼키네
슬픔은 커지네 everyday

oh oh lonely night
그녀는 모르네 내 마음은
바보같이 아직도 그녈 잡지 매일

저 남은 그리움을 피하긴 힘들지
아른거리는 영상들은 미워죽겠지만
아직도 내 감정은 뜨거워 터질 듯
잠을 자도 그녀 생각에 부풀어 커진 꿈
돌아와 줘 제발 무슨 말을 그렇게 해
내가 그녈 더 외롭게 만든 것 땜에
그녀 입에서 그 한마디가 나오기 전
무릎이라도 꿇지 못 했던 바보
미련만 남아 미안한 마음에
시간아 돌려줘
다시 그녀와 미친 듯이 다투던 그날 전으로
저질스러운 의심과 불순한 집착은
날 후회하게 하네 안타까운 이 마음은
쉽게 잊을 수 없어 그녈 위한 시를
나 지금도 어둠 속에서 적기 바쁘지
그 어떤 표현으로도 그녈 대신할 수 없지
다시 가질 순 없지만
내 마음은 그녈 배신할 수 없으니

oh oh lonely night
생각에 잠기네
애타는 마음은 눈물만 삼키네
슬픔은 커지네 everyday

oh oh lonely night
그녀는 모르네 내 마음은
바보같이 아직도 그녈 잡지 매일

떠나버린 너를 제자리로
돌려놓을 수 없지
다 타버린 심장을
너에게 보여줄 수 없기에
사랑한다고 허공에 내뱉어내고
나를 감추고 니 목소릴
단 몇 초밖에 들을 수 없네
멍하니 하늘만 쳐다보고 있는 나
가슴속으로 내일은 널 꼭 잊는다며
다짐하지만 작심삼일 다시 니 사진만
붙잡고 내 머릿속은 너로 장식되지 ah
니 흔적을 지운 적은 난 단 한 번도 없네
미친 듯이 운 적은 많았지
날 괜히 탓하고 있네
지친 마음 한구석에 눈물이 고일 때
난 잠이 들지
꿈속에서 들리는 너의 깊은 목소리에
찢어진 기억의 조각들이 지워지기 전에
난 잠에서 깨어나지
고통스러운 너무나 긴
악몽 뒤에 날 맞이하는 건 너 없는 아침

oh oh lonely night
생각에 잠기네
애타는 마음은 눈물만 삼키네
슬픔은 커지네 everyday

oh oh lonely night
그녀는 모르네 내 마음은
바보같이 아직도 그녈 잡지 매일

다들 시간이 약이라고 해
나는 그걸 억지로 삼키려 했지
너는 얼마나 아팠던 걸까 
날 견뎌내던 그 밤들처럼

oh oh lonely night
생각에 잠기네
애타는 마음은 눈물만 삼키네
슬픔은 커지네 everyday

oh oh lonely night
그녀는 모르네 내 마음은
바보같이 아직도 그녈 잡지 매일

oh oh lonely night
생각에 잠기네
애타는 마음은 눈물만 삼키네
슬픔은 커지네 everyday

oh oh lonely night
그녀는 모르네 내 마음은
바보같이 아직도 그녈 잡지 매일"
666,Loop,hartts(하츠),"달라질 수 있을까 우린
같은 곳을 반복하고 있잖아
다시 너를 안고파 내 안에
We can through this
This is just bump on the road
Dressed up
Check the wether
나서려던 찰나에 너에게서
온 연락하나 오늘 만남은 facetime
나도 익숙한 듯이 대답
What am I suposed to do?
It is like we're stuck in a loop
잠시뿐 일 거라 믿고 싶어
서로 눈치만 보는 걸
ooh - ooh
그렇다고 멀어진 것도 아니야
복잡하게 얽혀있지만
결국 너로 꽉 차있잖아
ooh - ooh
지금 바로 해결하잔 게 아니야
다만 가면 갈수록 아마
견디기 힘들 거란 말이야
Baby
We go through these phases
But doesn't mean that we changed
It's so complicated
But the truth is
Loving you ain't easy
만남은 쉽게 읽히지
다음 페이지는 손에 있으니
달라질 수 있을까 우리 사인
같은 곳을 반복하고 있잖아
다시 너를 안고파 내 안에
We can through this
This is just bump on the road
지레 문제 삼긴 싫고
손 떼고 있기엔 지쳐
주위 사람들은 또 이상한
말들만 늘어놓을 테니 그건 됐어
언어로도 표현 못 하지
숫자라면 내겐 어려운 얘기
시간도 딱히 도움은 안 되니
need to realize
We're on the same team
ooh - ooh
누구 하나 잘못한 것도 아니야
서로 탓할 필요 없잖아
머릴 맞댈 수도 있잖아
ooh - ooh
그때처럼 되돌리자는 게 아니야
끝이 보이지는 않지만
거긴 너였음 한단 말이야
Baby
We go through these phases
But doesn't mean that we changed
It's so complicated
But the truth is
Loving you ain't easy
만남은 쉽게 읽히지
왔으면해 다른 내일이
달라질 수 있을까 우리 사인
같은 곳을 반복하고 있잖아
다시 너를 안고파 내 안에
We can through this
This is just bump on the road"
667,"Happening (Feat. THAMA, DeVita)",Cosmic Boy,"Gone 농담처럼
넌 사라져버리고
난 기억만 생생해
I can't believe
I can't do nothing about it
시간이 지나면 다
아물까 봐 그게 더
두려워 난
이미 넌 어떤지 몰라도
I just wanna make one thing
Clear in my mind
Without any price
No one could love you
Like I do
All that I gave you
Baby you should know
I put everything
이제 내게 남아있는 건
찾을 수 없어
몇 번을 다시 또 생각해
All that I gave you
기억 못 한대도 괜찮아
Cause all I ever could love is you
Baby Oh nothing would change
Gone
지키지 못할 약속은 두고 가줘
Cause I'm fed up
아닌 척을 해봐도
숨길 수 없는 건 my baby
You were everything everything
나는 너를 기억해
우릴 지켜줬던 그 별처럼
네가 너무 힘들 때
네가 걷는 길을 비춰줄게
Alone we walk alone
두려워 난
이미 넌 어떤지 몰라도
I just wanna make one thing
Clear in my mind
Without any price
No one could love you
Like I do
All that I gave you
Baby you should know
I put everything
이제 내게 남아있는 건
찾을 수 없어
몇 번을 다시 또 생각해
All that I gave you
기억 못 한대도 괜찮아
Cause all I ever could love is you
Baby Oh nothing would change"
668,Rewind (Feat. SOLE),VVON (본),"돌아가자 우리 예전 아름다웠을 때의
멀리서 바라보기만 해도 마음이 설렜던
기억들을 모아서
그림을 그리다 보면 속엔
지금은 찾을 수도 없는 것만
선명히 드러나네 yeah
Lay down and take a breath
진정을 강요하지 다시 날 매몰차게
한두 번 겪는 일도 아닌데 난 왜
요즘 바깥의 날씨처럼 우울해 왜
(What is the problem)
길게 늘어진 연락
땜에 쉽게 풀리지 않는 피로감
같이 몰려오는 쓸쓸함
I don't know what to do
난 가야겠어 어디던 기분 전환할 수 있게
네게 물어볼 수 있는 용기는 내게는 no
기다리지 너의 소식 like Insta
넌 그저 재밌기를 바래
너의 하루는 밝게 빛나길
Let it shine Let it bright Let it fine
You're the one that I desire in my life
Don't be mad Don't be quake Don't be break
싫다면 내가 자릴 비켜줄게
시간 된다면 같은 하루는 어때 Do you mind?
혹시 너 불편해할까 봐 불안해
I don't know how yeah
You're the one that I desire in my life
I don't know
I don't know
I don't know
더 이상은 우리 지나가 버린 그 시간에 있지 말자
아무 말이 없는 널
그만 보내줄게
불편해만 하는 너를 보며
어색한 미소를 띠어보고
이제 그만해도 될 것 같은
그런 생각들만 맴돌고
Baby time is over
각자의 행복을 빌어주자
Let it shine Let it bright Let it fine
You're the one that I desire in my life
Don't be mad Don't be quake Don't be break
싫다면 내가 자릴 비켜줄게
시간 된다면 같은 하루는 어때 Do you mind?
혹시 너 불편해할까 봐 불안해
I don't know how yeah
You're the one that I desire in my life
This is only my story
Take care of yourself from these rain
Just one thing I want
It's not business for you
but Rewind Rewind"
669,Yesterday,박재범,"Your love's the sweetest sound
Around u my heart just pounds
Your touch I'll write it down
So high I can't come down
Was hopeless took notice
Baby like a siren
And u gave me faith
You're the answer all my problems solved
Life with u is so beautiful
I won't trade it away
I was lost but found my purpose now
I'm glad you're keepin' me around
I won't trade it away
Whether I'm up or down
Or I wear no crown
Love me the same way the same way
U did as yesterday
Whether I'm rich or poor
Just call me yours
Love me the same way the same way
U did as yesterday
Oh oh
Oh oh
Did as yesterday
Your smile is all I need
Without u these lungs can't breathe
I'd fall from the sky for u
Wanna do better and thrive for u
Was hopeless took notice
Baby like a siren
And u gave me faith
You're the answer all my problems solved
Life with u is so beautiful
I won't trade it away
I was lost but found my purpose now
I'm glad you're keepin' me around
And I won't trade it away
Whether I'm up or down
Or I wear no crown
Love me the same way the same way
U did as yesterday
Whether I'm rich or poor
Just call me yours
Love me the same way the same way
U did as yesterday
Oh oh oh oh oh
Oh oh oh oh
Oh oh
Oh oh oh oh oh
Oh oh"
670,Late night (Feat. Hoody),박현진,"We're on the phone with you all night
어제부터 계속된 연락
문자 소리에 설렜던 어젯밤엔
뭔 일이 일어날까 했더니 똑같애
진심을 모르겠단 나의 말에 넌
내 맘 아는지 의구심을 갖게 해 넌
다시 걸어 전활 늦은 밤에
오늘은 너가 전화를 안 받네
Late night
Late night
늦은 밤에 너를 만나러 가고 싶어
장롱을 뒤져봐도 멋진 옷은 있어도
못해 멋진 머리
Day and night
Day and night
밤 낮 바꿔가면서 매일 난
매일 밤 매일 밤
확인하지도 않는 문잘 매일 넣어
Head in the clouds
You can change my life
하루 종일 생각에 잠겨
빠져나오지 못해
Head in the clouds
You can change my life
하루 종일 생각에 잠겨
빠져나오지 못해
매일같이 너에게 온
수없이 많은 연락들
내 맘을 열 수 있을까
그동안 어쩌면 익숙해져
그래서 멈춰있는 것 같아 난
어디로 향할지 모른 채
Change
Change
모든 게 바꼈음해
난 바래 너가 내 곁에
있어줬음 해
Stay stay stay
어떻게 입을 떼야 할지 난
생각이 많아 뭔 말 할지 Love
그냥 곁에 있어줬음 해
Stay stay stay
Head in the clouds
You can change my life
하루 종일 생각에 잠겨
빠져나오지 못해
Head in the clouds
You can change my life
하루 종일 생각에 잠겨
빠져나오지 못해"
671,나폴리탄,윌콕스,"몸 달기 좋은 날
Location spot 즐겨찾기
목록은 봄바람 태워 swervin
헐렁한 옷차림 속 dress code
13시 방에 감성대로 과속 페달
소파 위에 엉킨 채 더
빨간 날을 맞이해 baby
사랑을 꺼내 정적을 채워줘
치찰음 가득한 불협화음 (conversation)
예보엔 없던 기상이변처럼
한낮에 우린 온통 비 범벅
화살표 방향
따라 벗겨내
Right there
넘치지 않게
수상한 사용설명
보관은 36.5' like that
서두르지 말 것
Slow down and calm down
On Saturday with you
With you
With you
Knock knock at your door
시계방향 문고리
죽여줘 for love
네 가뿐 숨소리
너랑 나 틈 사이
위아래 층간에
소음 탓 피 쏠려
뿔나지 어딘가에
하루 종일 왔다 갔다 너무 바빠
마치 Time Travel 구간 반복
너의 작은 입체적 표현 방법
Beat, rhythm, soul에 무대를 뒤집어 놔
다시 한번 더
네 표정을 따라 마치 info
Baby 놓지 마 끝까지 잡은 손
미스테리한 시공간
우리 규칙대로 탐험
지도처럼 그려 너의 big picture
심장은 폭발 일보 직전
마치 cosmic horror movie 속 우리
불가항력적 emotion
화살표 방향
따라 벗겨내
Right there
넘치지 않게
수상한 사용설명
보관은 36.5' like that
서두르지 말 것
Slow down and calm down
On Saturday with you
With you
엉겨 붙은 공간 속
둘만의 규칙과 story
더 풀고 싶어져
알고 싶어 깊게 falling
Just want to stay with you
몇 번째 hello stranger?
한 번 더 can I hit it in the morning?
Can I hit it in the morning?
Can I hit it in the morning?
Can I hit it in the morning?"
672,Let You Go (ft. pH-1),YUNB,"I just had to let you go
I wasn't feelin' love, at all
Put the blame on me
Cause' I don't really care, anymore
They say that love is pain
Don't know if I should explain
You push me to the edge
You got me feelin' so, insecure

I need somebody better in my life
I need somebody 
who could love me for who I am
And I know I'm worth it, 
I'm not the same person
And now that you know that
You're so way to late girl
Ain't no goin' back girl
I already moved on, 
all the things that you have done to me
I think that it was all just meant to be
Now I could see what is real and what not

I just had to let you go
I wasn't feelin' love, at all
Put the blame on me
Cause' I don't really care, anymore
They say that love is pain
Don't know if I should explain
You push me to the edge
You got me feelin' so, insecure

i ain't never been in love that hurts like this
to a point i be getting all the worst ideas
like jump off a cliff with no parachute
or have it kinda loose
how absurd do i seem?
i'm nervous to be
honest with you
cus you're always mean
close to being evil
baby even in my dreams
that's why i can't even sleep
girl let the man breathe
모르겠어 난
이것도 사랑의 모양인지
해야겠어 말
왜 우리는 이별이 코앞인지
너무 답답해
can't you see that
you be causing me a lot of pain
시간 흘러갈수록 잊혀가는듯해
여긴 너 없으니 따뜻해

I just had to let you go
I wasn't feelin' love, at all
Put the blame on me
Cause' I don't really care, anymore
They say that love is pain
Don't know if I should explain
You push me to the edge
You got me feelin' so, insecure"
677,The Day That I Met You,Matilda Mann,"They telephoned me just to say
That nobody had the time for yesterday
And all at once, I felt so small
Started feeling like nobody cared at all

But then you called, only to say
You'll never love somebody else this way
And though I'm still battered and bruised
I forgave the world the day that I met you

Mm-mm, mm-mm

The people talk, it's background noise
I don't wanna hear nobody else's voice
There's something sweet about your scent
It's like lavender came and never left

But then you called, only to say
You'll never love somebody else this way
And though I'm still battered and bruised
I forgave the world the day that I met you

Mm-mm, mm-mm
Nothing ever seemed to go right
All my days they just fell into nights
Until I got a little bit of you in my life
And then suddenly everything's bright

I know there's a million different ways I could say
How you're always the part of my day
And when you feel the need to forget the world
You can call anytime you want
Call anytime you want
Mm-mmmm"
